person,cand_row,book,juan,sentence,source_file,alias_in_sentence
华歆,90,三國志,第十三章:钟繇华歆王朗传,歆至，拜议郎，参司空军事，入为尚书，转侍中，代荀彧为尚书令。,data/raw/mirror/三國志/魏书/第十三章-钟繇华歆王朗传.txt,
华歆,662,三國志,13,後以失爽意，徙侍中，出爲魏郡太守。,data/raw/三國志/卷13.txt,
杜畿,97,三國志,第十六章:任苏杜郑仓传,徵拜侍中，与董昭同寮。,data/raw/mirror/三國志/魏书/第十六章-任苏杜郑仓传.txt,
刘放,105,三國志,第十四章:程郭董刘蒋刘传,是岁，俱加侍中、光禄大夫。,data/raw/mirror/三國志/魏书/第十四章-程郭董刘蒋刘传.txt,
王讳芳,111,三國志,第四章:少帝纪,正始元年春二月乙丑，加侍中中书监刘放、侍中中书令孙资为左右光禄大夫。,data/raw/mirror/三國志/魏书/第四章-少帝纪.txt,
金禕,578,三國志,01,紀字季行，少有美名，爲丞相掾，王甚敬異之，遷侍中，守少府。,data/raw/三國志/卷01.txt,
郭皇后,606,三國志,05,溫本國侯，進為輔國大將軍，加侍中，領射聲校尉，德鎮軍大將軍。,data/raw/三國志/卷05.txt,
郭皇后,607,三國志,05,德暮年官更轉為宗正，遷侍中。,data/raw/三國志/卷05.txt,
郭皇后,608,三國志,05,世祖以此望德，由此出德為大鴻臚，加侍中、光祿大夫，尋疾薨，贈中軍大將軍，開府侍中如故，諡恭公，子喜嗣。,data/raw/三國志/卷05.txt,
郭皇后,609,三國志,05,喜精粹有器美，歷中書郎、右衛將軍、侍中，位至輔國大將軍，加散騎常侍。,data/raw/三國志/卷05.txt,
伍孚,611,三國志,06,後大將軍何進辟爲東曹屬，稍遷侍中、河南尹、越騎校尉。,data/raw/三國志/卷06.txt,
曹仁,630,三國志,09,父炽，侍中、長水校尉。,data/raw/三國志/卷09.txt,
邓颺,634,三國志,09,正始初，乃出爲潁川太守，轉大將軍長史，遷侍中尚書。,data/raw/三國志/卷09.txt,
丁謐,634,三國志,09,正始初，乃出爲潁川太守，轉大將軍長史，遷侍中尚書。,data/raw/三國志/卷09.txt,
孙惲,643,三國志,10,建安初爲祕書監侍中，被詔刪《漢書》作《漢紀》三十篇，因事以明臧否，致有典要；,data/raw/三國志/卷10.txt,
孙乔,655,三國志,12,{{*|《魏書》曰：信父丹，官至少府侍中，世以儒雅顯。,data/raw/三國志/卷12.txt,
刘许,674,三國志,14,」）曹爽誅後，復以資為侍中，領中書令。,data/raw/三國志/卷14.txt,
刘许,675,三國志,14,）資复遜位歸第，就拜驃騎將軍，轉侍中，特進如故。,data/raw/三國志/卷14.txt,
杜氏然,698,三國志,21,太和中，誕爲武都太守，以能書留補侍中，魏氏寶器銘題皆誕書云。,data/raw/三國志/卷21.txt,
桓階,701,三國志,22,文帝践阼，遷尚書令，封高鄉亭侯，加侍中。,data/raw/三國志/卷22.txt,
陈羣,701,三國志,22,文帝践阼，遷尚書令，封高鄉亭侯，加侍中。,data/raw/三國志/卷22.txt,
陈羣,702,三國志,22,纪历位平原相、侍中、大鸿胪，著书数十篇，世谓之陈子。,data/raw/三國志/卷22.txt,
孙陵,702,三國志,22,纪历位平原相、侍中、大鸿胪，著书数十篇，世谓之陈子。,data/raw/三國志/卷22.txt,
刘焉,738,三國志,31,」於是靈帝徵扶，即拜侍中。,data/raw/三國志/卷31.txt,
董扶,738,三國志,31,」於是靈帝徵扶，即拜侍中。,data/raw/三國志/卷31.txt,
董厥,746,三國志,35,」後為侍中，守中書令。,data/raw/三國志/卷35.txt,
张飛,747,三國志,36,弱冠為侍中、中監軍，數歲卒。,data/raw/三國志/卷36.txt,
董恢,754,三國志,39,七年，以侍中守尚書令，為大將軍費禕副貳。,data/raw/三國志/卷39.txt,
董恢,755,三國志,39,陳祗代允為侍中，與黃皓互相表裡，皓始預政事。,data/raw/三國志/卷39.txt,
董恢,756,三國志,39,呂乂卒，祗又以侍中守尚書令，加鎮軍將軍，大將軍姜維雖班在祗上，常率眾在外，希親朝政。,data/raw/三國志/卷39.txt,
黄權,760,三國志,43,」文帝善之，拜為鎮南將軍，封育陽候，加侍中，使之陪乘。,data/raw/三國志/卷43.txt,
来之君,779,三國志,57,育后仕朝，常在台阁，为东观令，遥拜清河太守，加位侍中，推刺占射，文艺多通。,data/raw/三國志/卷57.txt,
孙登,782,三國志,59,後爲侍中，出補武昌左部督，治軍整頓。,data/raw/三國志/卷59.txt,
是儀,790,三國志,62,後從太子還建業，復拜侍中、中執法，平諸官事、領辭訟如舊。,data/raw/三國志/卷62.txt,
滕胤,797,三國志,64,孫權末，徙武衛都尉，為侍中。,data/raw/三國志/卷64.txt,
濮陽興,801,三國志,64,皓既踐阼，加興侍中，領青州牧。,data/raw/三國志/卷64.txt,
