name_simple,status,in_db,in_card,person_id,dynasty_db,hits,strong,sample_book,sample_juan,sample_sentence,all_books
张绍,已在库,Y,Y,P0088,蜀汉,4,4,三国志,第三章-后主传.txt,谨遣私署侍中张绍、光禄大夫谯周、驸马都尉邓良奉赍印缓，请命告诚，敬输忠款，存亡敕赐，惟所裁之。,三国志
復以資,拟补_待审,N,N,,,4,4,三国志,卷14.txt,」）曹爽誅後，復以資為侍中，領中書令。,三国志
復入为,拟补_待审,N,N,,,4,0,后汉书,卷54.txt,帝崩後，復入為侍中衛尉，從獻帝西遷，有功勤。,后汉书
復留为,拟补_待审,N,N,,,4,0,后汉书,卷60下.txt,遷巴郡太守，復留為侍中。,后汉书
心計为,拟补_待审,N,N,,,4,0,后汉书,卷60下.txt,桑弘羊，洛陽賈人也，以能心計為侍中。,后汉书
悅迁爲,拟补_待审,N,N,,,4,0,全后汉文,卷六十七.txt,會悅遷爲侍中，其五年書成，乃奏記-{云}-。,全后汉文;前汉纪
成帝时,拟补_待审,N,N,,,4,4,汉书,第四十章-霍光金日磾传.txt,成帝时为侍中、骑都尉，领三辅胡、越骑。,汉书
所以禁,拟补_待审,N,N,,,4,0,后汉书,卷63.txt,又詔書所以禁侍中尚書中臣子弟不得為吏察孝廉者，以其秉威權，容請托故也。,后汉书
拜子爲,拟补_待审,N,N,,,4,0,汉书,卷068.txt,臨敞病困，拜子爲侍中，以此車送，欲敞見其榮寵也。,汉书
拜涉爲,拟补_待审,N,N,,,4,0,汉书,卷068.txt,」）敞子涉本爲左曹，上拜涉爲侍中，使待幸綠車載送衞尉舍。,汉书
擢莽从,拟补_待审,N,N,,,4,0,汉书,卷098.txt,故曲陽侯根薦莽以自代，上亦以為莽有忠直節，遂擢莽從侍中騎都尉光祿大夫為大司馬。,汉书
擢酺为,拟补_待审,N,N,,,4,0,后汉书,卷45.txt,及肅宗即位，擢酺為侍中、虎賁中郎將。,后汉书
方致位,拟补_待审,N,N,,,4,0,后汉书,卷25.txt,會詔百官舉賢良方正，恭薦中牟名士王方，帝即徵方詣公車，禮之與公卿所舉同，方致位侍中。,后汉书
时子寻,拟补_待审,N,N,,,4,4,汉书,第七十六章-王莽传中.txt,时子寻为侍中京兆大君茂德侯，即作符命，言新室当分陕，立二伯，以丰为右伯，太傅平晏为左伯，如周、召故事。,汉书
时子尋,拟补_待审,N,N,,,4,0,汉书,卷099中.txt,時子尋為侍中京兆大尹茂德侯，即作符命，言新室當分陝，立二伯，以豐為右伯，太傅平晏為左伯，如周召故事。,汉书
时統,拟补_待审,N,N,,,4,0,后汉书,卷30上.txt,時統為侍中，厚隨在京師。,后汉书
时統为,拟补_待审,N,N,,,4,0,后汉书,卷30上.txt,時統為侍中，厚隨在京師。,后汉书
时统,拟补_待审,N,N,,,4,4,后汉书,第二十一章-苏竟杨厚列传上.txt,时统为侍中，厚随在京师。,后汉书
时统为,拟补_待审,N,N,,,4,0,后汉书,第二十一章-苏竟杨厚列传上.txt,时统为侍中，厚随在京师。,后汉书
昌安,拟补_待审,N,N,,,4,0,后汉书,卷10下.txt,）適昌安侯侍中鄧蕃。,后汉书
曹操杀,拟补_待审,N,N,,,4,0,后汉书,卷9.txt,曹操殺侍中臺崇、尚書馮碩等。,后汉书
有秩者,拟补_待审,N,N,,,4,0,后汉书,卷120.txt,而有秩者侍中、中常侍、光祿大夫秩皆二千石，太中大夫秩皆比二千石，尚書、諫議大夫、侍御史、博士皆六百石，議郎、中謁者秩皆比六百石，小黃門、黃門侍郎、中黃門秩皆比四百石，郎中秩皆比三百石，太子舍人秩二百石。,后汉书
未即行,拟补_待审,N,N,,,4,0,三国志,卷31.txt,議未即行，侍中廣漢董扶私謂焉曰：「京師將亂，益州分野有天子氣。,三国志
朱展,已在库,Y,Y,P0101,东汉,4,4,后汉书,卷9.txt,）步兵校尉魏桀、侍中朱展、射聲校尉沮儁。,后汉书
李儒爲,拟补_待审,N,N,,,4,0,全后汉文,卷八.txt,（注：《後漢紀》二十七︰「李傕舉博士李儒爲侍中，詔曰云云。,全后汉文;后汉纪
李诸,拟补_待审,N,N,,,4,0,汉书,卷100上.txt,入侍禁中，設宴飲之會，及趙、李諸侍中皆引滿舉白，談笑大噱。,汉书
杨定請,拟补_待审,N,N,,,4,0,全后汉文,卷八.txt,）===報楊定請侍中尹忠爲長史詔（注：八月）===侍中近侍，就非其宜，必爲關東所笑。,全后汉文;后汉纪
王凤为,拟补_待审,N,N,,,4,0,汉书,卷019.txt,」）||||陽平侯王鳳為侍中衞尉，三年遷。,汉书
王能为,拟补_待审,N,N,,,4,0,汉书,卷019.txt,衞尉王能為侍中光祿勳，二年貶為弘農，坐呂寬自殺。,汉书
皆失色,拟补_待审,N,N,,,4,0,汉书,卷077.txt,」時大臣皆失色，侍中奉車都尉甄邯即時承制罷議者。,汉书
皇后弟,拟补_待审,N,N,,,4,0,后汉书,卷46.txt,皇后弟侍中竇憲，薦真定令張林為尚書，帝以問壟，壟對「林雖有才能，而素行貪濁」，憲以此深恨壟。,后汉书
种輯素,拟补_待审,N,N,,,4,0,后汉书,卷72.txt,侍中种輯素與定親，乃言曰：『段煨欲反。,后汉书;后汉纪
空郑冲,拟补_待审,N,N,,,4,0,三国志,卷04.txt,九月庚子，講尚書業終，賜執經親授者司空鄭冲、侍中鄭小同等各有差。,三国志
算用事,拟补_待审,N,N,,,4,0,史记,卷030.txt,桑弘羊以計算用事，侍中。,史记
經者充,拟补_待审,N,N,,,4,0,全后汉文,卷三十四.txt,}}漢成帝取明經者充侍中，使辟百官公卿，參議可正爲止殿，行則負璽。,全后汉文
綜並为,拟补_待审,N,N,,,4,0,三国志,卷62.txt,權下都建業，詳、綜並為侍中，進封鄉侯，兼左、右領軍。,三国志
群转为,拟补_待审,N,N,,,4,0,三国志,第二十二章-桓二陈徐卫卢传.txt,群转为侍中，领丞相东西曹掾。,三国志
能心計,拟补_待审,N,N,,,4,4,后汉书,卷60下.txt,桑弘羊，洛陽賈人也，以能心計為侍中。,后汉书
荀勗,拟补_待审,N,N,,,4,4,三国志,卷48.txt,」旣至，車騎將軍賈充、尚書令裴秀、侍中荀勗等欲傲以所不知而不能屈。,三国志
荀顗,已在库,Y,Y,P0169,魏_晋,4,4,三国志,卷04.txt,（注：《魏氏春秋》曰：二月丙辰，帝宴羣臣於太極東堂，與侍中荀顗、尚書崔贊、袁亮、鍾毓、給事中中書令虞松等並講述禮典，遂言帝王優劣之差。,三国志
莽秉政,拟补_待审,N,N,,,4,0,后汉书,卷116.txt,王莽秉政，侍中復入，與中官共止。,后汉书
许允,已在库,Y,Y,P0178,魏,4,2,三国志,卷09.txt,侍中許允、尚書陳泰說爽，使早自歸罪。,三国志
诸葛瞻,已在库,Y,Y,P0183,蜀汉,4,2,三国志,卷43.txt,侍中諸葛瞻，丞相亮之子，恪從弟也。,三国志
谢惲,已在库,Y,Y,P0185,东汉,4,2,后汉书,卷5.txt,辛卯，大將軍耿寶、中常侍樊豐、侍中謝惲、周廣、乳母野王君王聖，坐相阿黨，豐、惲、廣下獄死，寶自殺，聖徙鴈門。,后汉书
賁赫自,拟补_待审,N,N,,,4,0,史记,卷091.txt,布所幸姬疾，請就醫，醫家與中大夫賁赫對門，姬數如醫家，賁赫自以為侍中，乃厚餽遺，從姬飲醫家。,史记
賓婚为,拟补_待审,N,N,,,4,0,汉书,卷026.txt,四年，故大將軍霍光夫人顯、將軍霍禹、范明友、奉車霍山及諸昆弟賓婚為侍中、諸曹、九卿、郡守皆謀反，咸伏其辜。,汉书
質已人,拟补_待审,N,N,,,4,4,三国志,卷62.txt,”}}此文既流行，而質已人為侍中矣。,三国志
质已入,拟补_待审,N,N,,,4,4,三国志,第十七章-是仪胡综传.txt,”此文既流行，而质已入为侍中矣。,三国志
贲赫自,拟补_待审,N,N,,,4,0,史记,第三十一章-黥布列传.txt,布所幸姬疾，请就医，医家与中大夫贲赫对门，姬数如医家，贲赫自以为侍中，乃厚餽遗，从姬饮医家。,史记
贾建,已在库,Y,Y,P0190,东汉,4,2,后汉书,卷10下.txt,）適即墨侯侍中賈建。,后汉书
赵高常,拟补_待审,N,N,,,4,0,史记,卷087.txt,趙高常侍中用事，事皆決於趙高。,史记
迁诸曹,拟补_待审,N,N,,,4,0,汉书,卷068.txt,還，復過焉，迺將光西至長安，時年十餘歲，任光爲郎，稍遷諸曹侍中。,汉书
逮后弟,拟补_待审,N,N,,,4,0,后汉书,卷28上.txt,後賢果風太醫令真欽，使求傅氏罪過，遂逮后弟侍中喜，詔獄無所得，乃解，故傅氏終全於哀帝之時。,后汉书
適逢许,拟补_待审,N,N,,,4,0,汉书,卷077.txt,-{豐}-案劾章，欲奏其事，適逢許侍中私出，-{豐}-駐車舉節詔章曰：「下！,汉书
邓蕃,已在库,Y,Y,P0203,东汉,4,2,后汉书,卷10下.txt,）適昌安侯侍中鄧蕃。,后汉书
邕前坐,拟补_待审,N,N,,,4,0,全后汉文,卷七十二.txt,蔡邕前坐侍中西北，近公卿，與光、晃相難問是非焉。,全后汉文;后汉书
郑小同,已在库,Y,Y,P0208,魏,4,2,三国志,卷04.txt,九月庚子，講尚書業終，賜執經親授者司空鄭冲、侍中鄭小同等各有差。,三国志
郭攸,已在库,N,Y,,,4,4,三国志,卷39.txt,上疏曰：「侍中郭攸之、費禕、侍郎董允等，先帝簡拔以遺陛下，至於斟酌規益，進盡忠言，則其任也。,三国志
金涉,已在库,Y,Y,P0222,西汉,4,4,汉书,卷099上.txt,久之，叔父成都侯商上書，願分戶邑以封莽，及長樂少府戴崇、侍中金涉、胡騎校尉箕閎、上谷都尉陽並、中郎陳湯，皆當世名士，咸為莽言，上由是賢莽。,汉书
长史,拟补_待审,N,N,,,4,0,全后汉文,卷七十七.txt,司隸校尉察茂材，太尉（注：公車舉）有道，徵（注：拜議郎、司徒）長史、侍中。,全后汉文;隶释
长子,拟补_待审,N,N,,,4,0,后汉书,卷66.txt,長子侍中蓋、次子景、定及宗族十餘人皆見誅害，唯兄子晨、陵得脫歸鄉里。,后汉书
閎兄弟,拟补_待审,N,N,,,4,0,汉书,卷093.txt,後上置酒麒麟殿，賢父子親屬宴飲，王閎兄弟侍中、中常侍皆在側。,汉书
韩說,拟补_待审,N,N,,,4,0,全后汉文,卷八十一.txt,===平議馮恂宗誠厤術===侍中韓說、博士蔡較、穀城門𠊱劉洪、右郎中陳調于太常府，覆校注說，平議難問，恂、誠各對。,全后汉文;后汉书
丁沖,拟补_待审,N,N,,,3,3,后汉书,卷72.txt,封衞將軍董承、輔國將軍伏完、侍中丁沖、种輯、尚書僕射鍾繇、尚書郭溥、御史中丞董芬、彭城相劉艾、馮翊韓斌、東郡太守楊衆、議郎羅邵、伏德、趙蕤為列侯，賞有功也。,后汉书
丁鴻,拟补_待审,N,N,,,3,3,全后汉文,卷三十一.txt,侍中丁鴻，仁而有讓，達于從政；,全后汉文
三迁爲,拟补_待审,N,N,,,3,0,后汉书,卷37.txt,【永初元年】，入授安帝，三遷爲侍中步兵校尉。,后汉书
上留拜,拟补_待审,N,N,,,3,0,三国志,卷06.txt,後遷巴東太守，卓上留拜侍中，至長安爲左中郎將。,三国志
与两师,拟补_待审,N,N,,,3,0,汉书,第七十八章-叙传上.txt,”是时，许商为少府，师丹为光禄大夫，上于是引商、丹入为光禄勋，伯迁水衡都尉，与两师并侍中，皆秩中二千石。,汉书
与兩師,拟补_待审,N,N,,,3,0,汉书,卷100上.txt,」是時許商為少府，師丹為光祿勳，上於是引商、丹入為光祿大夫，伯遷水衡都尉，與兩師並侍中，皆秩中二千石。,汉书
为诸曹,拟补_待审,N,N,,,3,0,汉书,第五十四章-王商史丹傅喜传.txt,繇是擢为诸曹、侍中、中郎将。,汉书
九月戊,拟补_待审,N,N,,,3,0,汉书,卷019.txt,九月戊子，侍中衞尉王接為大司馬車騎將軍。,前汉纪;汉书
书留补,拟补_待审,N,N,,,3,0,三国志,卷21.txt,太和中，誕爲武都太守，以能書留補侍中，魏氏寶器銘題皆誕書云。,三国志
书馮碩,拟补_待审,N,N,,,3,0,后汉书,卷72.txt,（注：袁宏紀曰：「誅議郎侯祈、尚書馮碩、侍中臺崇，討有罪也。,后汉书;后汉纪
二年迁,拟补_待审,N,N,,,3,0,汉书,卷019.txt,||少府師丹為光祿勳，二年遷侍中光祿大夫。,汉书
仕魏至,拟补_待审,N,N,,,3,0,后汉书,卷64.txt,注[六]魏志曰：「毓字子家，十歲而孤，以學行稱，仕魏至侍中、吏部尚書。,后汉书
任並爲,拟补_待审,N,N,,,3,0,汉书,卷082.txt,有子男女二十人，九男皆以丹任並爲侍中、諸曹，親近在左右。,汉书
任芝,已在库,Y,Y,P0006,东汉,3,3,后汉书,第四十七章-杨震列传.txt,书奏，帝欲止，以问侍中任芝、中常侍乐松。,后汉书
伍瓊,拟补_待审,N,N,,,3,3,后汉书,卷70.txt,公業等與侍中伍瓊、卓長史何顒共說卓，以袁紹爲勃海太守，以發山東之謀。,后汉书
何顒,拟补_待审,N,N,,,3,0,三国志,卷10.txt,攸與議郎鄭泰、何顒、侍中-{种}-輯、越騎校尉伍瓊等謀曰：「董卓無道，甚-{於}-桀紂，天下皆怨之，雖資彊兵，實一匹夫耳。,三国志;后汉纪
使持節,拟补_待审,N,N,,,3,0,后汉书,卷70.txt,使持節侍中守尚書令萬歲亭侯彧，國之望臣，德洽華夏，旣停軍所次，便宜與臣俱進，宣示國命，威懷醜虜。,后汉书
使持节,拟补_待审,N,N,,,3,0,后汉书,第六十四章-郑孔荀列传.txt,使持节侍中守尚书令万岁亭侯彧，国之重臣，德洽华夏，既停军所次，便宜与臣俱进，宣示国命，威怀丑虏。,后汉书
允乃奏,拟补_待审,N,N,,,3,0,后汉书,卷9.txt,獻帝起居注曰：「自誅黃門後，侍中、侍郎出入禁中，機事頗露，由是王允乃奏侍中、黃門不得出入。,后汉书
光中爲,拟补_待审,N,N,,,3,0,后汉书,卷34.txt,棠卒，子安國嗣，延光中爲侍中，有罪免官，諸梁爲郎吏者皆坐免。,后汉书
入說教,拟补_待审,N,N,,,3,0,汉书,卷088.txt,待詔黃門數入說教侍中，以召賀。,汉书
入说教,拟补_待审,N,N,,,3,0,汉书,第六十一章-儒林传.txt,待诏黄门数入说教侍中，以召贺。,汉书
军得官,拟补_待审,N,N,,,3,0,史记,卷020.txt,以隴西騎士從軍得官，侍中，事武帝。,史记
军故貴,拟补_待审,N,N,,,3,0,史记,卷020.txt,以父桀為將軍故貴，侍中，事昭帝。,史记
军綝为,拟补_待审,N,N,,,3,0,三国志,第三章-三嗣主传.txt,九月丁亥，峻卒，以从弟偏将军綝为侍中、武卫将军，领中外诸军事，召还据等。,三国志
军綝爲,拟补_待审,N,N,,,3,0,三国志,卷48.txt,九月丁亥，峻卒，以從弟偏將軍綝爲侍中、武衞將軍，領中外諸軍事，召還據等。,三国志
军都尉,拟补_待审,N,N,,,3,0,史记,卷020.txt,數將兵擊匈奴有功，為護軍都尉，侍中，事昭帝。,史记
刘晔,已在库,Y,Y,P0032,汉魏之际,3,3,三国志,第二十五章-辛毗杨阜高堂隆传.txt,文帝问侍中刘晔等：“武都太守何如人也？,三国志;魏书
刘瞻,拟补_待审,N,N,,,3,0,后汉书,卷94.txt,給事黃門侍郎劉瞻兼侍中，假貂蟬加濟北王，給之。,后汉书
初中为,拟补_待审,N,N,,,3,0,三国志,第二十一章-王卫二刘傅传.txt,伯父巽，黄初中为侍中尚书。,三国志
制問難,拟补_待审,N,N,,,3,0,后汉书,卷37.txt,）使五官中郎將魏應主承制問難，侍中淳于恭奏上，帝親稱制臨決。,后汉书;東观汉记
助俱幸,拟补_待审,N,N,,,3,0,史记,第六十二章-酷吏列传.txt,庄助使人言买臣，买臣以楚辞与助俱幸，侍中，为太中大夫，用事；,史记
助倶幸,拟补_待审,N,N,,,3,0,史记,卷122.txt,莊助使人言買臣，買臣以楚辭與助倶幸，侍中，爲太中大夫，用事；,史记
又南宫,拟补_待审,N,N,,,3,0,后汉书,卷60下.txt,』」又南宮侍中寺，雌雞欲化為雄，一身毛皆似雄，但頭冠尚未變。,后汉书
受害节,拟补_待审,N,N,,,3,0,后汉书,第四十九章-张王种陈列传.txt,今曹节等放纵为害，而久在左右，又公兄侍中受害节等，永乐太后所亲知也。,后汉书
史入登,拟补_待审,N,N,,,3,0,隶释,卷011.txt,司隷(闕)茂大尉舉有道公車徴拜議郎¶司徒長史入登侍中宣顧問延熹八年地震有詔¶詢異公㠯演沉漸對當帝心轉拜尚書齊宻機喉¶¶¶禄勲先是時也狂寇張角(字闕二)妭&KR0647;,隶释;集古录
史蔣琬,拟补_待审,N,N,,,3,0,三国志,卷39.txt,諸葛亮與長史蔣琬、侍中董允書曰：「孝起前臨至吳，為吾說正方腹中有鱗甲，鄉黨以為不可近。,三国志
司中,拟补_待审,N,N,,,3,3,全后汉文,卷五十六.txt,侍中司中，敢告執矩。,全后汉文
司马令,拟补_待审,N,N,,,3,0,全后汉文,卷四十五.txt,遷公車司馬令、侍中，遂相河閒，政㠯禮成，民是用思。,全后汉文
名而爲,拟补_待审,N,N,,,3,0,后汉书,卷34.txt,冒名而爲侍中、卿、校尉、郡守、長吏者十餘人，皆貪叨凶淫，各遣私客籍屬縣富人，被以它罪，閉獄掠拷，使出錢自贖，資物少者至於死徙。,后汉书
后父,拟补_待审,N,N,,,3,0,后汉书,第十二章-皇后纪下.txt,三年，以后父侍中畅为长水校尉，封北宜春侯，食邑五千户。,后汉书;本纪
周珌,拟补_待审,N,N,,,3,3,后汉书,卷74上.txt,時侍中周珌、城門校尉伍瓊為卓所信待，瓊等陰為紹說卓曰：「夫廢立大事，非常人所及。,后汉书
和初爲,拟补_待审,N,N,,,3,0,全汉文,卷六十.txt,綏和初爲侍中太僕，位特進，㠯病免。,全汉文
四迁为,拟补_待审,N,N,,,3,0,后汉书,第二十八章:郑范陈贾张列传,后征，四迁为侍中。,后汉书
四迁爲,拟补_待审,N,N,,,3,0,后汉书,卷36.txt,-{後}--{征}-，四遷爲侍中。,全后汉文;后汉书
处卿校,拟补_待审,N,N,,,3,0,全后汉文,卷九十九.txt,寿张侯以功德加位特进，其次并以高声处卿校，侍中、尚书，据州典郡，不可胜载，为天下著性。,全后汉文
天子飲,拟补_待审,N,N,,,3,0,三国志,卷06.txt,諸將或遣婢詣省閤，或自齎酒啖，過天子飲，侍中不通，喧呼罵詈，遂不能止。,三国志
太后从,拟补_待审,N,N,,,3,0,全汉文,卷四十三.txt,時太后從子侍中音獨側聽，具知章言㠯語鳳。,全汉文
夺喪服,拟补_待审,N,N,,,3,0,三国志,卷09.txt,帝使侍中夺喪服，使饮酒食肉，休受詔而形体益憔悴。,三国志
子举爲,拟补_待审,N,N,,,3,0,后汉书,卷10上.txt,）子舉爲侍中，兼射聲校尉。,后汉书
子拜嵩,拟补_待审,N,N,,,3,0,三国志,卷06.txt,」表遂使之，果如所言，天子拜嵩侍中，遷零陵太守，還稱朝廷、曹公之德也。,三国志
宗亲,拟补_待审,N,N,,,3,0,后汉书,卷102.txt,癸亥，皇后邓氏坐执左道废，迁于桐宫死，宗亲侍中沘阳侯邓康、河南尹邓万、越骑校尉邓弼、虎贲中郎将安阳侯邓会、侍中监羽林左骑邓德、右骑邓寿、昆阳侯邓统、淯阳侯邓秉、议郎邓循皆系暴室，万、会死，康等免官。,后汉书
客千万,拟补_待审,N,N,,,3,0,汉书,第七十七章-王莽传下.txt,因赐治庙者司徒、大司空饯客千万，侍中、中常侍以下皆封。,汉书
州刺史,拟补_待审,N,N,,,3,0,后汉书,第六十六章-董卓列传.txt,以尚书韩馥为冀州刺史，侍中刘岱为兗州刺史，陈留孔亻由为豫州刺史，颍川张咨为南阳太守。,列传;后汉书
布外属,拟补_待审,N,N,,,3,0,汉书,卷075.txt,時，平昌侯王臨以宣布外屬侍中，稱詔欲從奉學其術。,汉书
师公歆,拟补_待审,N,N,,,3,0,汉书,第七十六章-王莽传中.txt,寻随方士入华山，岁余捕得，辞连国师公歆子侍中东通灵将、五司大夫隆威侯棻，棻弟右曹长水校尉伐虏侯泳，大司空邑弟左关将军掌威侯奇，及歆门人侍中骑都尉丁隆等，牵引公卿党亲列侯以下，死者数百人。,汉书
帝外属,拟补_待审,N,N,,,3,0,汉书,第四十七章-眭两夏侯京翼李传.txt,时，平昌侯王临以宣帝外属侍中，称诏欲从奉学其术。,汉书
常伯任,拟补_待审,N,N,,,3,0,全后汉文,卷三十四.txt,）侍中，周成王常伯任侍中，殿下稱制，出卽陪乘，佩璽抱劒。,全后汉文
常洽,已在库,Y,Y,P0076,东汉,3,3,三国志,卷06.txt,帝聞溫與傕書，問侍中常洽曰：「傕弗知臧否，溫言太切，可爲寒心。,三国志
平原相,拟补_待审,N,N,,,3,0,三国志,卷22.txt,纪历位平原相、侍中、大鸿胪，著书数十篇，世谓之陈子。,三国志
平間,拟补_待审,N,N,,,3,3,后汉书,卷35.txt,純少襲爵士，哀、平間為侍中，王莽時至列卿。,后汉书
平間为,拟补_待审,N,N,,,3,0,后汉书,卷35.txt,純少襲爵士，哀、平間為侍中，王莽時至列卿。,后汉书
平间,拟补_待审,N,N,,,3,3,后汉书,第二十七章-张曹郑列传.txt,纯少袭爵士，哀、平间为侍中，王莽时至列卿。,后汉书
平间为,拟补_待审,N,N,,,3,0,后汉书,第二十七章-张曹郑列传.txt,纯少袭爵士，哀、平间为侍中，王莽时至列卿。,后汉书
康为,拟补_待审,N,N,,,3,0,后汉书,第十四章-马援列传.txt,永元二年，光为太仆，康为侍中。,后汉书
庾峻,已在库,Y,Y,P0077,晋,3,3,三国志,卷48.txt,（注：吳平後，晉侍中庾峻等問皓侍中李仁曰：「聞吳主披人面，刖人足，有諸乎？,三国志
张辟强,拟补_待审,N,N,,,3,3,汉书,第七十二章-外戚传上.txt,留侯子张辟强为侍中，年十五，谓丞相陈平曰：“太后独有帝，今哭而不悲，君知其解未？,汉书
彧为汉,拟补_待审,N,N,,,3,0,三国志,第十章-荀彧攸贾诩传.txt,天子拜太祖大将军，进彧为汉侍中，守尚书令。,三国志
彧爲汉,拟补_待审,N,N,,,3,0,三国志,卷10.txt,天子拜太祖大將軍，進彧爲漢侍中，守尚書令。,三国志
征还拜,拟补_待审,N,N,,,3,0,全后汉文,卷六十四.txt,徵還拜侍中，轉執金吾、河南尹。,全后汉文
復入爲,拟补_待审,N,N,,,3,0,全后汉文,卷五十一.txt,帝崩，後復入爲侍中，領衞尉，從獻帝西遷。,全后汉文
復加恩,拟补_待审,N,N,,,3,0,三国志,卷64.txt,鞏其有變，數加賞賜，又復加恩侍中，與綝分省文書。,三国志
护礼仪,拟补_待审,N,N,,,3,0,后汉书,第四十八章-章帝八王列传.txt,又遣中常侍奉太牢祠典，护礼仪侍中刘珍等及宗室列侯皆往会事。,列传;后汉书
故昭帝,拟补_待审,N,N,,,3,0,汉书,卷068.txt,令故昭帝侍中中臣侍守王。,汉书
文帝問,拟补_待审,N,N,,,3,0,三国志,卷25.txt,文帝問侍中劉曄等：「武都太守何如人也？,三国志
文帝问,拟补_待审,N,N,,,3,0,三国志,第二十五章-辛毗杨阜高堂隆传.txt,文帝问侍中刘晔等：“武都太守何如人也？,三国志;魏书
旣忝位,拟补_待审,N,N,,,3,0,全后汉文,卷五十一.txt,今瓌無他功德，但㠯配阿母女，旣忝位侍中，一時之閒，超至封矦，不稽舊制，不合經義，行人諠譁，百寮不安。,全后汉文
时有称,拟补_待审,N,N,,,3,0,后汉纪,卷006.txt,校尉鮑永奏良大不¶敬良尊重莫貳上雖不從而羣臣嚴憚焉永辟平陵¶¶人鮑恢爲都官從事恢亦抗直不避強禦詔曰貴戚¶且歛手以避二鮑其見重如此永字君長上黨屯留¶人父宣守正不虧爲王莽所誅莽欲滅其子孫上黨¶都尉路平承㫖欲害永太守苟諌嘉宣忠節置永府¶中護全之永數爲諫陳安漢室禽姧臣之策諌戒永¶曰機事不密則害生禍倚人門㑹諌喪路平復收永¶弟升㑹新太守趙興至歎曰我受漢茅土不能致身¶立節鮑宣之死豈可害其子邪勑縣出升復召永爲¶功,后汉纪;東观汉记
是行也,拟补_待审,N,N,,,3,0,三国志,卷01.txt,（注：是行也，侍中王粲作五言詩以美其事，曰：「從軍有苦樂，但問所從誰。,三国志
有矯称,拟补_待审,N,N,,,3,0,后汉书,卷29.txt,時，有矯稱侍中止傳舍者，興欲謁之。,后汉书
朝臣会,拟补_待审,N,N,,,3,0,后汉书,卷95.txt,夜漏上水，朝臣會，侍中、尚書、御史、謁者、虎賁、羽林郎將執事，皆赤幘陛□。,后汉书
李仁,已在库,Y,Y,P0102,吴,3,3,三国志,卷48.txt,（注：吳平後，晉侍中庾峻等問皓侍中李仁曰：「聞吳主披人面，刖人足，有諸乎？,三国志
李禎,拟补_待审,N,N,,,3,3,三国志,卷06.txt,侍中李禎，傕州里，素與傕通，語傕「所以持刀者，軍中不可不爾，此國家故事」。,三国志
杜輔,拟补_待审,N,N,,,3,3,汉书,卷098.txt,皇-{后}-使侍中杜輔、掖庭令濁賢交送政君太子宮，見丙殿。,汉书
校尉見,拟补_待审,N,N,,,3,0,后汉书,卷116.txt,司隸校尉見侍中，執板揖，河南尹亦如之。,后汉书
欲以为,拟补_待审,N,N,,,3,0,汉书,第六十六章-佞幸传.txt,天子召见，欲以为侍中，逡请间言事。,汉书
欲以爲,拟补_待审,N,N,,,3,0,汉书,卷093.txt,天子召見，欲以爲侍中，逡請間言事。,汉书
欲诛植,拟补_待审,N,N,,,3,0,三国志,卷06.txt,」卓怒，罷坐，欲誅植，侍中蔡邕勸之，得免。,三国志
母家貴,拟补_待审,N,N,,,3,0,史记,卷020.txt,以宣帝大母家貴，侍中，重厚忠信。,史记
汉歸义,拟补_待审,N,N,,,3,0,史记,卷020.txt,|金翁叔名日磾，以匈奴休屠王太子從渾邪王將眾五萬，降漢歸義，侍中，事武帝，覺捕侍中謀反者馬何羅等功侯，三千戶。,史记
爲列矦,拟补_待审,N,N,,,3,0,全汉文,卷五十六.txt,及根兄子成都矦況幸得㠯外親繼父爲列矦侍中，不思報厚恩，亦聘取故掖庭貴人㠯爲妻，皆無人臣禮，大不敬不道。,全汉文
爲卫尉,拟补_待审,N,N,,,3,0,汉书,卷082.txt,是時，太子長舅陽平侯王鳳爲衛尉、侍中，與皇后、太子皆憂，不知所出。,汉书
爲诸曹,拟补_待审,N,N,,,3,0,汉书,卷082.txt,繇是擢爲諸曹、侍中、中郎將。,汉书
爲长史,拟补_待审,N,N,,,3,0,三国志,卷23.txt,晉元帝爲安東將軍，郃爲長史，侍中王曠與司馬越書曰：「裴郃在此，雖不治事，然識量弘淹，此下人士大敬附之。,三国志
王曠,拟补_待审,N,N,,,3,3,三国志,卷23.txt,晉元帝爲安東將軍，郃爲長史，侍中王曠與司馬越書曰：「裴郃在此，雖不治事，然識量弘淹，此下人士大敬附之。,三国志
王辅,已在库,Y,Y,P0150,东汉,3,3,后汉书,第七章-孝顺孝冲孝质帝纪.txt,深恐在所慢违'如在'之义，今遣侍中王辅等，持节分诣岱山、东海、荥阳、河、洛，尽心祈焉。,后汉书;本纪
皇帝问,拟补_待审,N,N,,,3,0,汉书,第四十章-霍光金日磾传.txt,为书曰：“皇帝问侍中君卿：使中御府令高昌奉黄金千斤，赐君卿取十妻。,传;汉书
相知,拟补_待审,N,N,,,3,3,全汉文,卷十三.txt,）==與侍中從弟安國書==臧報侍中相知，忿俗儒淫辭冒義，有意欲校亂反正，由來久矣。,全汉文
神以授,拟补_待审,N,N,,,3,0,三国志,卷01.txt,受胙納神以授侍中，此爲敬恭不終實也，古者親執祭事，故吾親納于神，終抱而歸也。,三国志
秦置,拟补_待审,N,N,,,3,0,全后汉文,卷三十四.txt,）漢因秦置侍中舍人。,全后汉文
