cand_row,book,juan,sentence,person,status,note
228,後漢書,第二十六章:梁统列传,初为黄门侍郎，转侍中、虎贲中郎将，越骑、步兵校尉，执金吾。,,待审,
230,後漢書,第二十六章:梁统列传,冒名而为侍中、卿、校尉、郡守、长吏者十余人，皆贪叨凶淫，各遣私客籍属县富人，被以它罪，闭狱掠拷，使出钱自赎，资物少者至于死徙。,,待审,
232,後漢書,第二十四章:樊宏阴识列传,迁侍中，以母忧辞归。,,待审,
233,後漢書,第二十四章:樊宏阴识列传,九年，迁侍中，赐爵关内侯。,,待审,
234,後漢書,第二十四章:樊宏阴识列传,明年夏，帝风眩疾甚，后以兴领侍中，受顾命于云台广室。,,待审,
237,後漢書,第二章:王刘张李彭卢列传,及躬败，萌乃归降，光武即位，以为侍中。,,待审,
242,後漢書,第五十七章:李杜列传,稍迁为南郡太守，转东海相，入拜侍中。,,待审,
243,後漢書,第五十九章:皇甫张段列传,军至，拜侍中，转执金吾河南尹。,,待审,
245,後漢書,第五十二章:张衡列传,后迁侍中，帝引在帷幄，讽议左右。,,待审,
246,後漢書,第五十二章:张衡列传,及为侍中，上疏请得专事东观，收捡遗文，毕力补缀。,,待审,
248,後漢書,第五十五章:左周黄列传,至光和末，大尉杨赐上书荐琬有拨乱之才，由是征拜议郎，擢为青州刺史，迁侍中。,,待审,
249,後漢書,第五十八章:吴延史卢赵列传,稍迁侍中。,,待审,
250,後漢書,第五十八章:吴延史卢赵列传,帝以非急务，转为侍中，迁尚书。,,待审,
251,後漢書,第五十六章:荀韩钟陈列传,进恐其不至，迎荐为侍中，及进败而诏命中绝。,,待审,
253,後漢書,第五十六章:荀韩钟陈列传,董卓入洛阳，乃使就家拜五官中郎将，不得已，到京师，迁侍中。,,待审,
255,後漢書,第五十四章:蔡邕列传下,其诸生皆敕州郡三公举用辟召，或出为刺史、太守，入为尚书、侍中，乃有封侯赐爵者，士君子皆耻与为列焉。,,待审,
256,後漢書,第五十四章:蔡邕列传下,迁巴郡太守，复留为侍中。,,待审,
257,後漢書,第五十章:杜栾刘李刘谢列传,以所举将为尚书，难与齐列，乞从冗散，拜侍中。,,待审,
259,後漢書,第五十章:杜栾刘李刘谢列传,勋后再迁至九卿，以病免，拜为侍中。,,待审,
264,後漢書,第八十章:方术列传下,稍迁侍中。,,待审,
265,後漢書,第八十章:方术列传下,灵帝时，大将军何进荐扶，征拜侍中，甚见器重。,,待审,
266,後漢書,第八章:吴盖陈臧列传,光武即位，以为侍中、骑都尉。,,待审,
267,後漢書,第六十一章:党锢列传,又再迁侍中、虎贲中郎将。,,待审,
268,後漢書,第六十一章:党锢列传,察孝廉，举高第，三迁侍中。,,待审,
270,後漢書,第六十三章:窦何列传,子机渭阳侯拜侍中；,,待审,
271,後漢書,第六十三章:窦何列传,绍弟靖西乡侯，为侍中，监羽林左骑。,,待审,
273,後漢書,第六十三章:窦何列传,光和三年，贵人立为皇后，征进入，拜侍中、将作大匠、河南尹。,,待审,
274,後漢書,第六十九章:袁绍刘表列传下,至许，果拜嵩侍中、零陵太守。,,待审,
276,後漢書,第六十九章:袁绍刘表列传下,义以疾退，终表世不仕，操以为侍中，其余多至大官。,,待审,
277,後漢書,第六十五章:皇甫嵩朱俊列传,坚寿亦显名，后为侍中，辞不拜，病卒。,,待审,
281,後漢書,第六十六章:董卓列传,以弟B857为左将军，封鄠侯，兄子璜为侍中、中军校尉，皆典兵事。,,待审,
286,後漢書,第六十四章:郑孔荀列传,及帝都许，以彧为侍中，守尚书令。,,待审,
287,後漢書,第六十四章:郑孔荀列传,使持节侍中守尚书令万岁亭侯彧，国之重臣，德洽华夏，既停军所次，便宜与臣俱进，宣示国命，威怀丑虏。,,待审,
288,後漢書,第六十四章:郑孔荀列传,”书奏，帝从之，遂以彧为侍中、光禄大夫，持节，参丞相军事。,,待审,
290,後漢書,第六章:邓寇列传,元兴元年，和帝复封乾本国，拜侍中。,,待审,
291,後漢書,第六章:邓寇列传,昌安侯袭嗣子藩，亦尚显宗女平皋长公主，和帝时为侍中。,,待审,
292,後漢書,第六章:邓寇列传,及从兄骘诛，安帝征康为侍中。,,待审,
295,後漢書,第六章:邓寇列传,邓氏自中兴后，累世宠贵，凡侯者二十九人，公二人，大将军以下十三人，中二千石十四人，列校二十二人，州牧、郡守四十八人，其余侍中、将、大夫、郎、谒者不可胜数，东京莫与为比。,,待审,
297,後漢書,第十一章:任李万邳刘耿列传,复为左曹侍中，常从征伐。,,待审,
298,後漢書,第十七章:宣张二王杜郭吴承郑赵,更始即位，征为侍中。,,待审,
299,後漢書,第十七章:宣张二王杜郭吴承郑赵,十七年，拜侍中祭酒。,,待审,
300,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜议郎，侍讲禁内，再迁为侍中。,,待审,
301,後漢書,第十七章:宣张二王杜郭吴承郑赵,献帝西迁都，为侍中，同舆辇至长安，封江南亭侯，代杨彪为司空，免，顷之，复为司徒，录尚书事。,,待审,
302,後漢書,第十七章:宣张二王杜郭吴承郑赵,更始即位，征为侍中。,,待审,
303,後漢書,第十七章:宣张二王杜郭吴承郑赵,永平十七年，拜侍中祭酒。,,待审,
304,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜为议郎，侍讲宫中，再迁为侍中。,,待审,
306,後漢書,第十三章:窦融列传,建初二年，女弟立为皇后，拜宪为郎，稍迁侍中、虎贲中郎将；,,待审,
307,後漢書,第十三章:窦融列传,和帝即位，太后临朝，宪以侍中，内干机密，出宣诰命。,,待审,
308,後漢書,第十三章:窦融列传,是时，笃为卫尉，景、瑰皆侍中、奉车、驸马都尉，四家竞修第宅，穷极工匠。,,待审,
310,後漢書,第十三章:窦融列传,叔父霸为城门校尉，霸弟褒将作大匠，褒弟嘉少府，其为侍中、将、大夫、郎吏十余人。,,待审,
311,後漢書,第十二章:朱景王杜马刘傅坚马列,世祖即位，以俊为侍中。,,待审,
312,後漢書,第十二章:朱景王杜马刘傅坚马列,世祖即位，以武为侍中、骑都尉，封山都侯。,,待审,
313,後漢書,第十五章:卓鲁魏刘列传,更始立，以茂为侍中祭酒，从至长安，知更始政乱，以年老乞骸骨归。,,待审,
315,後漢書,第十五章:卓鲁魏刘列传,迁侍中，数召宴见，问以得失，赏赐恩礼宠异焉。,,待审,
316,後漢書,第十五章:卓鲁魏刘列传,其夜拜侍中，敕使陪乘，劳问甚渥。,,待审,
317,後漢書,第十五章:卓鲁魏刘列传,时弟丕亦为侍中。,,待审,
320,後漢書,第十五章:卓鲁魏刘列传,十三年，迁为侍中，免。,,待审,
321,後漢書,第十五章:卓鲁魏刘列传,永初二年，诏公卿举儒术笃学者，大将军邓骘举丕，再迁，复为侍中、左中郎将，再为三老。,,待审,
322,後漢書,第十五章:卓鲁魏刘列传,迁侍中，赐衣一袭。,,待审,
324,後漢書,第十六章:伏侯宋蔡冯赵牟韦列传,卒，子无忌嗣，亦传家学，博物多识，顺帝时，为侍中屯骑校尉。,,待审,
326,後漢書,第十六章:伏侯宋蔡冯赵牟韦列传,哀、平间以儒学显，征试博士，对策陈灾异，以高等擢拜议郎，迁侍中。,,待审,
327,後漢書,第十六章:伏侯宋蔡冯赵牟韦列传,卯延光中为侍中，薨，子留嗣。,,待审,
328,後漢書,第十四章:马援列传,永元二年，光为太仆，康为侍中。,,待审,
329,後漢書,第四十一章:杨李翟应霍爰徐列传,除博士，迁侍中、光禄大夫。,,待审,
330,後漢書,第四十一章:杨李翟应霍爰徐列传,仕郡，征拜议郎，迁侍中。,,待审,
331,後漢書,第四十一章:杨李翟应霍爰徐列传,桓帝时征博士，太尉杨秉等举贤良方正，再迁为侍中。,,待审,
334,後漢書,第四十七章:杨震列传,今瑰无佗功行，但以配阿母女，一时之间，既位侍中，又至封侯，不稽旧制，不合经义，行人喧哗，百姓不安。,,待审,
336,後漢書,第四十七章:杨震列传,牧孙奇，灵帝时为侍中，帝尝从容问奇曰：“朕何如桓帝？,,待审,
337,後漢書,第四十七章:杨震列传,帝崩后，复入为侍中卫尉，从献帝西迁，有功勤。,,待审,
338,後漢書,第四十七章:杨震列传,及帝东还，夜走度河，众率诸官属步从至太阳，拜侍中。,,待审,
339,後漢書,第四十七章:杨震列传,桓帝即位，以明《尚书》征入劝讲，拜太中大夫、左中郎将，迁侍中、尚书。,,待审,
340,後漢書,第四十七章:杨震列传,后以司空高第，再迁侍中、越骑校尉。,,待审,
342,後漢書,第四十七章:杨震列传,熹平中，以博习旧闻，公车征拜议郎，迁侍中、京兆尹。,,待审,
343,後漢書,第四十七章:杨震列传,征还为侍中、五官中郎将，迁颍川、南阳太守，复拜侍中，三迁永乐少府、太仆、卫尉。,,待审,
344,後漢書,第四十九章:张王种陈列传,及进败，献帝即位，拜劭为侍中。,,待审,
350,後漢書,第四十八章:章帝八王列传,宋氏为卿、校、侍中、大夫、谒者、郎吏十余人。,,待审,
352,後漢書,第四章:宗室四王三侯列传,更始立，歙从入关，封为元氏王，终为侍中。,,待审,
363,後漢書,第十一章:皇后纪上,永元初，璜为长乐少府，子举为侍中，兼射声校尉。,,待审,
365,後漢書,第十一章:皇后纪上,永宁二年二月，寝病渐笃，乃乘辇于前殿，见侍中、尚书，因北至太子新所缮宫。,,待审,
370,後漢書,第十二章:皇后纪下,父完，沉深有大度，袭爵不其侯，尚桓帝女阳安公主，为侍中。,,待审,
373,後漢書,第十章:孝献帝纪,初令侍中、给事黄门侍郎员各六人。,,待审,
1106,後漢書,101,竇憲爲大將軍，憲弟笃、景等皆卿、校尉，憲女弟婿郭举爲侍中、射聲校尉，與卫尉鄧叠母元俱出入宫中，謀爲不轨。,,待审,
1108,後漢書,102,癸亥，皇后邓氏坐执左道废，迁于桐宫死，宗亲侍中沘阳侯邓康、河南尹邓万、越骑校尉邓弼、虎贲中郎将安阳侯邓会、侍中监羽林左骑邓德、右骑邓寿、昆阳侯邓统、淯阳侯邓秉、议郎邓循皆系暴室，万、会死，康等免官。,,待审,
1110,後漢書,103,是時御史劉儵建議立靈帝，以儵爲侍中，中常侍侯览畏其亲近，必當間己，白拜儵泰山太守，因令司隸迫促殺之。,,待审,
1111,後漢書,10上,）子舉爲侍中，兼射聲校尉。,,待审,
1113,後漢書,10上,永寧二年二月，寢病漸篤，乃乘輦於前殿，見侍中、尚書，因北至太子新所繕宮。,,待审,
1125,後漢書,11,萌私忿侍中，引下斬之，更始救請，不從。,,待审,
1128,後漢書,11,以明經數言事，拜侍中，從更始在長安。,,待审,
1130,後漢書,114,」時憙子世爲侍中，驂乘，歸具白之，憙以爲恨，頻譴責均，均自劾去，道發病亡。,,待审,
1131,後漢書,116,侍中，比二千石。,,待审,
1133,後漢書,116,（注：蔡質漢儀曰：「侍中、常伯，選舊儒高德，博學淵懿。,,待审,
1134,後漢書,116,司隸校尉見侍中，執板揖，河南尹亦如之。,,待审,
1138,後漢書,116,」獻帝起居注曰：「帝初即位，初置侍中、給事黃門侍郎，員各六人，出入禁中，近侍帷幄，省尚書事。,,待审,
1139,後漢書,116,改給事黃門侍郎為侍中侍郎，去給事黃門之號，旋復復故。,,待审,
1140,後漢書,116,舊侍中、黃門侍郎以在中宮者，不與近密交政。,,待审,
1141,後漢書,116,誅黃門後，侍中、侍郎出入禁闈，機事頗露，由是王允乃奏比尚書，不得出入，不通賓客，自此始也。,,待审,
1146,後漢書,120,」）侍中、中常侍加黃金璫，附蟬爲文，貂尾爲飾，謂之「趙惠文冠」。,,待审,
1149,後漢書,120,而有秩者侍中、中常侍、光祿大夫秩皆二千石，太中大夫秩皆比二千石，尚書、諫議大夫、侍御史、博士皆六百石，議郎、中謁者秩皆比六百石，小黃門、黃門侍郎、中黃門秩皆比四百石，郎中秩皆比三百石，太子舍人秩二百石。,,待审,
1150,後漢書,14,更始立，歙從入關，封為元氏王，終為侍中。,,待审,
1155,後漢書,16,【元興元年】，和帝復封乾本國，拜侍中。,,待审,
1156,後漢書,16,昌安侯襲嗣子藩，亦尚顯宗女平臯長公主，和帝時為侍中。,,待审,
1157,後漢書,16,及從兄騭誅，安帝征康為侍中。,,待审,
1160,後漢書,16,鄧氏自中興後，累世寵貴，凡侯者二十九人，公二人，大將軍以下十三人，中二千石十四人，列校二十二人，州牧、郡守四十八人，其餘侍中、將、大夫、郎、謁者不可勝數，東京莫與為比。,,待审,
1162,後漢書,17,少為侍中、虎賁中郎將，朝廷多稱其能。,,待审,
1163,後漢書,17,時鄧太后臨朝，光寵最盛，以建為侍中，順帝時為光祿勛。,,待审,
1164,後漢書,18,光武即位，以為侍中、騎都尉。,,待审,
1168,後漢書,21,復為左曹侍中，常從征伐。,,待审,
1169,後漢書,22,世祖即位，以俊為侍中。,,待审,
1170,後漢書,22,世祖即位，以武為侍中、騎都尉，封山都侯。,,待审,
1172,後漢書,23,【建初二年】，女弟立為皇后，拜憲為郎，稍遷侍中、虎賁中郎將；,,待审,
1173,後漢書,23,和帝即位，太后臨朝，憲以侍中，內幹機密，出宣誥命。,,待审,
1174,後漢書,23,是時，篤為衛尉，景、瑰皆侍中、奉車、駙馬都尉，四家競修第宅，窮極工匠。,,待审,
1176,後漢書,23,叔父霸為城門校尉，霸弟褒將作大匠，褒弟嘉少府，其為侍中、將、大夫、郎吏十餘人。,,待审,
1178,後漢書,25,更始立，以茂為侍中祭酒，從至長安，知更始政亂，以年老乞骸骨歸。,,待审,
1180,後漢書,25,遷侍中，數召宴見，問以得失，賞賜恩禮寵異焉。,,待审,
1181,後漢書,25,其夜拜侍中，敕使陪乘，勞問甚渥。,,待审,
1182,後漢書,25,時弟丕亦為侍中。,,待审,
1185,後漢書,25,十三年，遷為侍中，免。,,待审,
1186,後漢書,25,【永初二年】，詔公卿舉儒術篤學者，大將軍鄧騭舉丕，再遷，復為侍中、左中郎將，再為三老。,,待审,
1187,後漢書,25,遷侍中，賜衣一襲。,,待审,
1188,後漢書,26,卒，子無忌嗣，亦傳家學，博物多識，順帝時，為侍中屯騎校尉。,,待审,
1190,後漢書,26,哀、平間以儒學顯，徵試博士，對策陳災異，以高等擢拜議郎，遷侍中。,,待审,
1191,後漢書,26,卯延光中為侍中，薨，子留嗣。,,待审,
1192,後漢書,27,更始即位，征為侍中。,,待审,
1193,後漢書,27,十七年，拜侍中祭酒。,,待审,
1194,後漢書,27,建和初，四府表薦，征拜議郎，侍講禁內，再遷為侍中。,,待审,
1195,後漢書,27,獻帝西遷都，為侍中，同輿輦至長安，封江南亭侯，代楊彪為司空，免，頃之，復為司徒，錄尚書事。,,待审,
1199,後漢書,30上,拜侍中，數月，以病免。,,待审,
1200,後漢書,30上,時統為侍中，厚隨在京師。,,待审,
1201,後漢書,30上,及至，拜議郎，三遷為侍中，特蒙引見，訪以時政。,,待审,
1205,後漢書,32,遷侍中，以母憂辭歸。,,待审,
1206,後漢書,32,九年，遷侍中，賜爵關內侯。,,待审,
1207,後漢書,32,明年夏，帝風眩疾甚，後以興領侍中，受顧命於雲臺廣室。,,待审,
1209,後漢書,33,尚顯宗女獲嘉長公主，少為侍中，以恭肅謙約稱，位至將作大匠。,,待审,
1210,後漢書,33,定弟石，襲母公主封獲嘉侯，亦為侍中，稍遷衛尉。,,待审,
1211,後漢書,33,出為平原相，徵拜侍中。,,待审,
1213,後漢書,34,棠卒，子安國嗣，延光中爲侍中，有罪免官，諸梁爲郎吏者皆坐免。,,待审,
1214,後漢書,34,三年，順帝選商女及妹入掖庭，遷侍中、屯騎校尉。,,待审,
1215,後漢書,34,初爲黃門侍郎，轉侍中、虎賁中郎將，越騎、步兵校尉，執金吾。,,待审,
1217,後漢書,34,冒名而爲侍中、卿、校尉、郡守、長吏者十餘人，皆貪叨凶淫，各遣私客籍屬縣富人，被以它罪，閉獄掠拷，使出錢自贖，資物少者至於死徙。,,待审,
1221,後漢書,35,拜褒侍中，從駕南巡，既還，以事下三公，未及奏，詔召玄武司馬班固，問改定禮制之宜。,,待审,
1222,後漢書,35,有頃征，再遷，復為侍中。,,待审,
1225,後漢書,36,八年，-{復}-爲侍中，領騎都尉。,,待审,
1226,後漢書,36,位至侍中，以老病乞身，帝賜以大夫祿，歸鄕-{里}-。,,待审,
1228,後漢書,37,帝以郁先師子，有禮讓，甚見親厚，常居中論經書，問以政事，稍遷侍中。,,待审,
1229,後漢書,37,{{*|《東觀記》曰「【永平十四年】爲議郎，遷侍中」也。,,待审,
1230,後漢書,37,』」）以侍中監虎賁中郎將。,,待审,
1231,後漢書,37,』」）肅宗即位，郁以母憂乞身，詔聽以侍中行服。,,待审,
1232,後漢書,37,議者皆以郁身爲名儒，學者之宗，可許之，於是詔郁以侍中行服」也。,,待审,
1236,後漢書,37,頃之，拜侍中。,,待审,
1238,後漢書,37,一二五五頁一行以侍中監虎賁中郎將按：刊誤謂漢無監虎賁官，蓋是「兼」字，與丁鴻同也。,,待审,
1239,後漢書,39,建光中，公車特徵，至，拜侍中。,,待审,
1240,後漢書,39,平再遷侍中，【永平三年】，拜宗正，數薦達名士承宮、郇恁等。,,待审,
1241,後漢書,39,永平中，辟太尉府，顯宗素聞其行，詔拜諫議大夫，遷侍中，又遷長樂衛尉。,,待审,
1242,後漢書,39,引見極日，訪以政事，遷侍中騎都尉，禮待甚優。,,待审,
1245,後漢書,39,」乃征愷，拜為郎，稍遷侍中。,,待审,
1246,後漢書,39,復拜侍中，遷長水校尉。,,待审,
1251,後漢書,43,後穆因進見，口復陳曰：「臣聞漢家舊典，置侍中、中常侍各一人，省尚書事，黃門侍郎一人，傳發書奏，皆用姓族。,,待审,
1254,後漢書,45,初拜郎中，稍遷侍中，出為蜀郡太守。,,待审,
1255,後漢書,45,和帝時，歷位將軍、大夫、侍中，出為東郡太守，征拜太僕、光祿勳。,,待审,
1256,後漢書,45,及肅宗即位，擢酺為侍中、虎賁中郎將。,,待审,
1258,後漢書,46,郭氏自弘後，數世皆傳法律，子孫至公者一人，廷尉七人，侯者三人，刺史、二千石、侍中、中郎將者二十餘人，侍御史、正、監、平者甚觿。,,待审,
1260,後漢書,46,」書御，有詔拜有道高第士沛國施延為侍中，延後位至太尉。,,待审,
1262,後漢書,48,和帝【永元九年】，應賢良方正對策，除愽士，遷侍中、光祿大夫。,,待审,
1263,後漢書,48,仕郡，徵拜議郎，遷侍中。,,待审,
1272,後漢書,54,今纓無佗功行，但以配阿母女，一時之閒，既位侍中，又至封侯，不稽舊制，不合經義，行人諠嘩，百姓不安。,,待审,
1274,後漢書,54,牧孫奇，靈帝時為侍中，帝嘗從容問奇曰：「朕何如桓帝？,,待审,
1275,後漢書,54,帝崩後，復入為侍中衛尉，從獻帝西遷，有功勤。,,待审,
1276,後漢書,54,及帝東還，夜走度河，觿率諸官屬步從至太陽，拜侍中。,,待审,
1277,後漢書,54,桓帝即位，以明尚書征入勸講，[一]拜太中大夫﹑左中郎將，遷侍中﹑尚書。,,待审,
1278,後漢書,54,後以司空高第，再遷侍中、越騎校尉。,,待审,
1280,後漢書,54,熹平中，以博習舊聞，公車徵拜議郎，[一]遷侍中﹑京兆尹。,,待审,
1281,後漢書,54,征還為侍中﹑五官中郎將，遷穎川﹑南陽太守，復拜侍中，三遷永樂少府﹑太僕﹑衛尉。,,待审,
1283,後漢書,55,宋氏為卿、校、侍中、大夫、謁者、郎吏十餘人。,,待审,
1284,後漢書,56,」太祖辟粲為丞相掾，後為侍中。,,待审,
1285,後漢書,56,及進敗，獻帝即位，拜劭為侍中。,,待审,
1290,後漢書,57,以所舉將為尚書，難與齊列，乞從冗散，拜侍中。,,待审,
1292,後漢書,57,勳後再遷至九卿，以病免，拜為侍中。,,待审,
1294,後漢書,59,後遷侍中，帝引在帷幄，諷議左右。,,待审,
1295,後漢書,59,及為侍中，上疏請得專事東觀，收撿遺文，畢力補綴。,,待审,
1298,後漢書,60下,桑弘羊，洛陽賈人也，以能心計為侍中。,,待审,
1300,後漢書,60下,其諸生皆勅州郡三公舉用辟召，或出為刺史、太守，入為尚書、侍中，乃有封侯賜爵者，士君子皆恥與為列焉。,,待审,
1302,後漢書,60下,遷巴郡太守，復留為侍中。,,待审,
1303,後漢書,61,時詔遣八使巡行風俗，皆選素有威名者，乃拜舉為侍中，舉侍中杜喬、守光祿大夫周栩、前青州刺史馮羨、尚書欒巴、侍御史張綱、兗州刺史郭遵、太尉長史劉班並守光祿大夫，分行天下。,,待审,
1304,後漢書,61,至光和末，太尉楊賜上書薦琬有撥亂之才，由是征拜議郎，擢為青州刺史，遷侍中。,,待审,
1305,後漢書,62,進恐其不至，迎薦為侍中，及進敗而詔命中絕。,,待审,
1307,後漢書,62,董卓入洛陽，乃使就家拜五官中郎將，不得已，到京師，遷侍中。,,待审,
1312,後漢書,63,稍遷為南郡太守，轉東海相，入拜侍中。,,待审,
1313,後漢書,64,稍遷侍中。,,待审,
1314,後漢書,64,[一]帝以非急務，轉為侍中，遷尚書。,,待审,
1315,後漢書,64,注[六]魏志曰：「毓字子家，十歲而孤，以學行稱，仕魏至侍中、吏部尚書。,,待审,
1316,後漢書,65,軍至，拜侍中。,,待审,
1318,後漢書,67,又再遷侍中、虎賁中郎將。,,待审,
1319,後漢書,67,」）察孝廉，舉高第，三遷侍中。,,待审,
1321,後漢書,69,子機渭陽侯，拜侍中；,,待审,
1322,後漢書,69,紹弟靖西鄉侯，為侍中，監羽林左騎。,,待审,
1324,後漢書,69,【光和二年】，貴人立為皇后，徵進入，拜侍中、將作大匠、河南尹。,,待审,
1327,後漢書,70,及帝都許，以彧爲侍中，守尚書令。,,待审,
1329,後漢書,70,使持節侍中守尚書令萬歲亭侯彧，國之望臣，德洽華夏，旣停軍所次，便宜與臣俱進，宣示國命，威懷醜虜。,,待审,
1330,後漢書,70,」書奏，帝從之，遂以彧爲侍中、光祿大夫，持節，參丞相軍事。,,待审,
1331,後漢書,71,堅壽亦顯名，後為侍中，辭不拜，病卒。,,待审,
1334,後漢書,72,）以弟旻為左將軍，封鄠侯，兄子璜為侍中、中軍校尉，皆典兵事。,,待审,
1345,後漢書,74下,至許，果拜嵩侍中、零陵太守。,,待审,
1347,後漢書,74下,義以疾退，終表世不仕，操以為侍中。,,待审,
1350,後漢書,79上,征拜議郎，稍遷侍中、弘農太守。,,待审,
1351,後漢書,79上,永平初，遷侍中祭酒。,,待审,
1352,後漢書,79上,帝善之，拜爲侍中，数进見問得失。,,待审,
1354,後漢書,79上,”帝即敕尚書解遵禁锢，拜憑虎贲中郎将，以侍中兼領之。,,待审,
1356,後漢書,79上,顺帝以登明識禮乐，使持節臨太學，奏定曲律，轉拜侍中。,,待审,
1357,後漢書,79上,擢拜侍中，典領秘書近署，甚見纳异。,,待审,
1358,後漢書,79上,服阕，征拜侍中。,,待审,
1359,後漢書,79下,拜諫議大夫、侍中、右中郎將。,,待审,
1360,後漢書,79下,永平初，為博士，再遷侍中。,,待审,
1364,後漢書,79下,十八年，以病乞身，為侍中騎都尉，卒於官。,,待审,
1365,後漢書,79下,」十八年，拜侍中騎都尉。,,待审,
1366,後漢書,79下,永平初，為侍中、越騎校尉，入講省內。,,待审,
1367,後漢書,79下,歲餘复徵，再遷侍中，卒於官。,,待审,
1368,後漢書,79下,遷侍中，出為弘農太守，卒官。,,待审,
1373,後漢書,80上,{{YL|永-{寧}-元年}}，太-{後}-又詔珍與騊駼作建武已來名臣傳，遷侍中、越騎校尉。,,待审,
1375,後漢書,81,后拜侍中，卒官。,,待审,
1376,後漢書,81,充迁侍中。,,待审,
1377,後漢書,81,征拜侍中，每朝廷大事，侃然正色，百官惮之。,,待审,
1380,後漢書,82下,稍遷侍中。,,待审,
1381,後漢書,82下,靈帝時，大將軍何進薦扶，徵拜侍中，甚見器重。,,待审,
1382,後漢書,9,初令侍中、給事黃門侍郎員各六人。,,待审,
1383,後漢書,9,（注：《續漢志》曰：「侍中，比二千石，無員。,,待审,
1384,後漢書,9,」《漢官儀》曰：「侍中，左蟬右貂，本秦丞相史，往來殿內，故謂之侍中。,,待审,
1385,後漢書,9,武帝時，孔安國爲侍中，以其儒者，特聽掌御唾壺，朝廷榮之。,,待审,
1386,後漢書,9,獻帝起居注曰：「自誅黃門後，侍中、侍郎出入禁中，機事頗露，由是王允乃奏侍中、黃門不得出入。,,待审,
1392,後漢書,92,以腢臣會司徒府議蔡邕集載：「三月九日，百官會府公殿下，東面，校尉南面，侍中、郎將、大夫、千石、六百石重行北面，議郎、博士西面。,,待审,
1395,後漢書,94,」）侍中、尚書、陛者皆神坐後。,,待审,
1396,後漢書,94,』」獻帝傳曰「興平元年正月甲子，帝加元服，司徒淳於嘉為賓，加賜玄纁駟馬，*[賜]*貴人、*(公主)**[王、公]*、卿、司隸*[校尉]*、城門五校及侍中、尚書、給事黃門侍郎各一人為太子舍人」也。,,待审,
1397,後漢書,94,給事黃門侍郎劉瞻兼侍中，假貂蟬加濟北王，給之。,,待审,
1398,後漢書,95,二刻，侍中、尚書、御史、謁者皆陛。,,待审,
1400,後漢書,95,夜漏上水，朝臣會，侍中、尚書、御史、謁者、虎賁、羽林郎將執事，皆赤幘陛□。,,待审,
951,全漢文,卷三十,及爲侍中，故定陵矦湻于長有大逆罪，公不敢私，建白誅討。,,待审,
953,全漢文,卷三十三,宣帝時，爲侍中，賜爵關內矦，進封都成矦，遷建章衞尉，諡曰敬矦。,,待审,
964,全漢文,卷九,前爲侍中，毀譖仁賢，誣愬大臣，令俊艾者久失其位。,,待审,
966,全漢文,卷二十七,武帝時，待詔，遷侍中中郎，坐法免，復召爲郎，拜東郡都尉，入爲光祿大夫侍中，後坐事誅。,,待审,
979,全漢文,卷五十六,及根兄子成都矦況幸得㠯外親繼父爲列矦侍中，不思報厚恩，亦聘取故掖庭貴人㠯爲妻，皆無人臣禮，大不敬不道。,,待审,
988,全漢文,卷六,（注：《漢書‧黃霸傳》︰「樂陵矦史高㠯外屬舊恩，侍中，貴重，霸薦高可太尉。,,待审,
995,全漢文,卷十三,武帝時，爲諫議大夫，遷侍中博士，出爲臨淮太守。,,待审,
999,全漢文,卷十九,武帝初，舉賢良對策，擢爲中大夫，後拜會稽太守，入爲侍中，坐與淮南王交私棄市。,,待审,
1014,全漢文,卷四十八,成帝初，州舉茂材，復補博士，出爲東平王太傅，入爲光祿大夫，丞相司直，給事中，歷少府、光祿勳侍中、太子太傅。,,待审,
803,全後漢文,卷一百六,汉□□□之□□王舅，是时宠特进朝侯大仆光禄侍中监营持节□□□功充列王室，遇谤于吕，委位捐尔，调官近（注：《隶释》作「沛」）土。,,待审,
807,全後漢文,卷七十一,魯旭侍中，牧守宣藩，部符數郡。,,待审,
808,全後漢文,卷七十七,祖侍中、廣川相。,,待审,
811,全後漢文,卷七十七,遷侍中、屯騎校尉、宗正、光祿勳、太尉，股肱元首，宣□□□，臣工允敕，帝載粵熹，寢疾遜位。,,待审,
813,全後漢文,卷七十九,季㠯高第爲侍-{御}-史、諫議大夫、侍中、虎賁中郎將、陳畱太守。,,待审,
814,全後漢文,卷七十九,少辟侍中，襲先公之爵，㠯議郎出爲濟陰太守。,,待审,
815,全後漢文,卷七十二,三月九日，百官會府公殿下，東面，校尉南面，侍中、郎將、大夫、千石、六百石重行北面，議郎、博士西面。,,待审,
817,全後漢文,卷七十五,【建寍元年】，召拜議郎，納忠盡規，匪懈于位，遷侍中、虎賁中郎將。,,待审,
820,全後漢文,卷七十八,司徒舉高第，拜侍中、越騎校尉。,,待审,
821,全後漢文,卷七十八,納于侍中，在帝左右。,,待审,
823,全後漢文,卷三十一,章帝卽位，拜侍中虎賁中郎將，出爲東郡太守。,,待审,
825,全後漢文,卷三十一,永平中，襲父綝爵陵陽矦，拜侍中，兼射聲校尉。,,待审,
826,全後漢文,卷三十一,和帝時，爲左中郎將，進侍中，領騎都尉，兼領祕書近署。,,待审,
