cand_row,book,juan,sentence,person,status,note
828,全後漢文,卷三十三,和帝時，拜《魯詩》博士，遷侍中，出爲樂安相。,,待审,
829,全後漢文,卷三十三,徵拜議郎，進侍中，遷光祿勳。,,待审,
830,全後漢文,卷三十三,復徵，再遷中散大夫，進侍中，免。,,待审,
831,全後漢文,卷三十三,永初中，復徵，再遷侍中左中郎將，卒年七十五。,,待审,
833,全後漢文,卷三十九,聊蒼，爲漢侍中，著子書。,,待审,
836,全後漢文,卷三十四,』時{{參|憲|熹}}子世爲侍中，驂乘，歸具白之。,,待审,
838,全後漢文,卷三十四,侍中，周官也。,,待审,
846,全後漢文,卷三十四,侍中，秩千石。,,待审,
848,全後漢文,卷三十四,漢成帝取明經者充侍中，使辟百官公卿，參議可正爲止殿，行則負璽。,,待审,
851,全後漢文,卷三十四,侍中，周官，號曰常伯。,,待审,
852,全後漢文,卷三十四,侍中，周成王常伯任侍中，殿下稱制，出卽陪乘，佩璽抱劒。,,待审,
853,全後漢文,卷三十四,《漢官表》曰：「凡侍中、左右曹諸吏、散騎、中常侍，皆加官也。,,待审,
855,全後漢文,卷三十四,）位次侍中，侍從左右，關通內外，給事于中，故曰給事{{*|案：《太平-{御}-覽》引下有「中」字。,,待审,
856,全後漢文,卷三十四,尚書令侍中，上東西寺及侍中寺。,,待审,
860,全後漢文,卷九十九,寿张侯以功德加位特进，其次并以高声处卿校，侍中、尚书，据州典郡，不可胜载，为天下著性。,,待审,
866,全後漢文,卷二十七,建武初，爲諫議大夫、博士，封關內矦，遷少府，拜侍中、祭酒、騎都尉。,,待审,
867,全後漢文,卷二十七,和帝時，徵爲郎，遷侍中、步兵校尉、宗正，免。,,待审,
868,全後漢文,卷二十七,復拜侍中，遷長水校尉。,,待审,
869,全後漢文,卷二十七,永平中，襲爵關內矦，拜議郎，遷侍中，兼虎賁中郎將。,,待审,
871,全後漢文,卷二十七,司隸舉茂材，大尉舉有道，公車徵拜議郎、司徒長史，入登侍中，宣美顧問。,,待审,
872,全後漢文,卷二十七,復拜侍中、屯騎校尉、宗正、光祿勳，遂授大尉，悉謨百揆四門之職，懷夫三事，和昭鼎實。,,待审,
874,全後漢文,卷二十九,元和中，拜侍中。,,待审,
876,全後漢文,卷二十九,建初初，爲尚書令，出爲平原相，徵拜侍中，遷太司農。,,待审,
877,全後漢文,卷二十二,永建初，襲父雍爵乘氏矦，遷侍中、屯騎校尉。,,待审,
878,全後漢文,卷二十二,初爲黃門侍郎，轉侍中、虎賁中郎將、越騎步兵校尉、執金吾。,,待审,
883,全後漢文,卷五十一,今瓌無他功德，但㠯配阿母女，旣忝位侍中，一時之閒，超至封矦，不稽舊制，不合經義，行人諠譁，百寮不安。,,待审,
884,全後漢文,卷五十一,桓帝卽位，拜太中大夫、左中郎將，遷侍中、尚書、光祿大夫，㠯梁冀擅權，稱病去官。,,待审,
885,全後漢文,卷五十一,司空舉高第，遷侍中、越騎校尉。,,待审,
886,全後漢文,卷五十一,靈帝時侍中，出爲汝南太守。,,待审,
887,全後漢文,卷五十一,帝崩，後復入爲侍中，領衞尉，從獻帝西遷。,,待审,
889,全後漢文,卷五十一,熹平中，徵拜議郎，遷侍中、京兆尹。,,待审,
890,全後漢文,卷五十一,光和中，復爲侍中、五官中郎將，遷潁川、南陽太守。,,待审,
891,全後漢文,卷五十一,復爲侍中，三遷永樂少府、太僕、衞尉。,,待审,
893,全後漢文,卷五十九,後爲侍中，守光祿大夫，遷河南太守，徵爲大鴻臚。,,待审,
894,全後漢文,卷五十二,陽嘉中，遷侍中。,,待审,
895,全後漢文,卷五十八,初仕郡，徵拜議郎，遷侍中。,,待审,
897,全後漢文,卷五十八,）建光初，徵有道高第，拜侍中。,,待审,
899,全後漢文,卷五十八,熹平中，爲侍中、五官中郎將。,,待审,
901,全後漢文,卷五十六,永寍初，遷侍中、越騎校尉。,,待审,
903,全後漢文,卷五十六,給事中掌侍從左右，無員，位次侍中、常侍，或名儒，或國親。,,待审,
907,全後漢文,卷八,（注：《後漢紀》二十七︰「李傕舉博士李儒爲侍中，詔曰云云。,,待审,
919,全後漢文,卷六十一,桓帝㠯博士徵，拜議郎，著作東觀，進侍中，歷左馮翊、京兆尹，㠯疾免。,,待审,
920,全後漢文,卷六十七,五府竝辟，司空袁逢舉有道，大將軍何進請爲從事中郎，迎薦爲侍中，皆未就。,,待审,
923,全後漢文,卷六十七,會悅遷爲侍中，其五年書成，乃奏記-{云}-。,,待审,
924,全後漢文,卷六十七,建安初，進侍中，守尚書令，後封萬歲亭矦。,,待审,
925,全後漢文,卷六十三,桓帝時，徵博士，舉賢良方正，再遷爲侍中，拜五官中郎將，轉長水校尉，遷魏郡太守，徵拜大鴻臚，㠯病乞還。,,待审,
926,全後漢文,卷六十三,獻帝初，拜五官中郎將，遷侍中。,,待审,
928,全後漢文,卷六十五,靈帝時，拜侍-{御}-史，封中陵鄕矦，三遷尚書令，拜侍中，徙京兆尹。,,待审,
930,全後漢文,卷六十六,靈帝初，爲侍中，與竇武謀誅宦官，被誅。,,待审,
931,全後漢文,卷六十四,徵還拜侍中，轉執金吾、河南尹。,,待审,
932,全後漢文,卷六十四,）建和初，舉有道方正，對策，拜議郎，再遷侍中，襲封廚亭矦。,,待审,
933,全後漢文,卷六十四,獻帝西遷，爲侍中，封江南亭矦，代楊彪爲司空，免。,,待审,
934,全後漢文,卷六十四,}}舉賢良方正，對策第一，拜議郎，再遷尚書，又再遷侍中、虎賁中郎將。,,待审,
937,全後漢文,卷十六,哀、平閒徵試博士，對策高等，拜議郎，遷侍中。,,待审,
939,全後漢文,卷十六,建初中，㠯皇-{后}-兄拜爲郎，遷侍中、虎賁中郎將。,,待审,
942,全後漢文,卷四十九,拜侍中，免。,,待审,
943,全後漢文,卷四十二,光和末，徵拜議郎，擢青州刺史，遷侍中。,,待审,
945,全後漢文,卷四十五,遷公車司馬令、侍中，遂相河閒，政㠯禮成，民是用思。,,待审,
1026,前漢紀,013,孟時年十餘歳因將光西入關仕光爲郞遷侍中去¶,,待审,
1415,後漢紀,009,平徵爲議郞上數引見遷侍中宗正平薦舉承宮郇¶,,待审,
1418,後漢紀,011,之久身所安也徴拜侍中苞性恬虗以死自乞有詔¶,,待审,
1452,後漢紀,027,亂之才由是徴拜議郎權爲青州刺史遷侍中尚書¶,,待审,
1479,東觀漢記,001,興為侍中興受詔雲臺廣室甘露降四十五日(案日太/平御覽)¶,,待审,
1486,東觀漢記,015,涕歎息乃還就國兼射聲校尉(案范書本傳明帝永平/十三年鴻以侍中兼此)¶,,待审,
1488,東觀漢記,016,禮讓甚見親厚郁以永平十四年為議郎遷侍中上自¶,,待审,
1489,東觀漢記,016,戴憑字次仲(案范書本傳憑/汝南平輿人)為侍中數進見問得失上¶,,待审,
1491,東觀漢記,016,侍中兼領之正旦朝賀百僚畢㑹上令羣臣能說經者¶,,待审,
1494,東觀漢記,017,憲嗣爵乃徵愷拜為郎稍遷侍中愷之入朝在位者莫¶,,待审,
1495,東觀漢記,018,嘉之賜布五百匹衣一襲拜侍中領騎都尉内備帷幄¶,,待审,
1497,東觀漢記,018,李育字元春(案范書本傳/育扶風漆人)為侍中時章帝西謁園陵育¶,,待审,
1755,隸釋,009,儒學者之宗可許之詔聽以侍中行服後其子焉¶,,待审,
1759,隸釋,011,大夫勸講亐華光之内遷侍中　騎校尉宗正光禄¶,,待审,
1762,隸釋,020,試博士大常丞以明氣候擢拜侍中右中郎將遷九¶,,待审,
1764,隸釋,021,拜太中大夫復拜侍中屯騎校尉宗正光禄勲遂授¶,,待审,
1765,隸釋,021,太尉傳至太中大夫始云遷侍中其前自長史入登¶,,待审,
2,三國志,第七章:张顾诸葛步传,及登卒后，为侍中，拜羽林都督，平三典军事，迁扬武将军。,,待审,
3,三國志,第七章:张顾诸葛步传,后为吴郡西部都尉，与诸葛恪等共平山越，别得精兵八千人，还屯军章坑，拜昭义中郎将，入为侍中。,,待审,
4,三國志,第七章:张顾诸葛步传,遣玑与弟璿诣洛阳为任，晋以阐为都督西陵诸军事、卫将军、仪同三司，加侍中，假节领交州牧，封宜都公；,,待审,
5,三國志,第三章:三嗣主传,九月丁亥，峻卒，以从弟偏将军綝为侍中、武卫将军，领中外诸军事，召还据等。,,待审,
6,三國志,第三章:三嗣主传,“戊戌，诏曰：“大将军掌中外诸军事，事统烦多，其加卫将军御史大夫恩侍中，与大将军分省诸事。,,待审,
7,三國志,第三章:三嗣主传,元兴元年八月，以上大将军施绩、大将军丁奉为左右大司马，张布为骠骑将军，加侍中，诸增位班赏，一皆如旧。,,待审,
8,三國志,第二十章:王楼贺韦华传,孙皓即位，封高陵亭候，迁中书仆射，职省，为侍中，常领左国史。,,待审,
11,三國志,第八章:张严程阚薛传,玄子尚，孙皓时为侍郎，以言语辩捷见知，擢为侍中、中书令。,,待审,
12,三國志,第八章:张严程阚薛传,嘉禾中，为中书令，加侍中。,,待审,
14,三國志,第十七章:是仪胡综传,后从太子还建业，复拜侍中、中执法，平诸官事、领辞讼如旧。,,待审,
15,三國志,第十七章:是仪胡综传,权下都建业，详、综并为侍中，进封乡侯，兼左右领军。,,待审,
16,三國志,第十七章:是仪胡综传,”此文既流行，而质已入为侍中矣。,,待审,
20,三國志,第四章:刘繇太史慈士燮传,繇兄岱，字公山，历位侍中，兖州刺史。,,待审,
24,三國志,第九章:董刘马陈董吕传,先主称尊号，以良为侍中。,,待审,
27,三國志,第九章:董刘马陈董吕传,“亮寻请祎为参军，允迁为侍中，领虎贲中郎将，统宿卫亲兵。,,待审,
28,三國志,第九章:董刘马陈董吕传,七年，以侍中守尚书令，为大将军费祎副贰。,,待审,
29,三國志,第九章:董刘马陈董吕传,陈祗代允为侍中，与黄皓互相表里，皓始预政事。,,待审,
30,三國志,第九章:董刘马陈董吕传,吕乂卒，祗又以侍中守尚书令，加镇军将军，大将军姜维虽班在祗上，常率众在外，希亲朝政。,,待审,
32,三國志,第五章:诸葛亮传,侍中、侍郎郭攸之、费祎、董允等，此皆良实，志虑忠纯，是以先帝简拔以遗陛下。,,待审,
33,三國志,第五章:诸葛亮传,侍中、尚书、长史、参军，此悉贞良死节之臣，愿陛下亲之信之，则汉室之隆，可计日而待也。,,待审,
34,三國志,第五章:诸葛亮传,臣寿等言：臣前在著作郎，侍中领中书监济北侯臣荀勖、中书令关内侯臣和峤奏，使臣定故蜀丞相诸葛亮故事。,,待审,
35,三國志,第五章:诸葛亮传,其明年为羽林中郎将，屡迁射声校尉、侍中、尚书仆射，加军师将军。,,待审,
36,三國志,第五章:诸葛亮传,”后为侍中，守尚书令。,,待审,
38,三國志,第六章:关张马黄赵传,弱冠为侍中、中监军，数岁卒。,,待审,
40,三國志,第十三章:黄李吕马王张传,且败军之将，免死为幸，何古人之可慕也”文帝善之，拜为镇南将军，封育阳侯，加侍中，使之陪乘。,,待审,
42,三國志,第十五章:邓张宗杨传,迁为侍中，徙尚书。,,待审,
43,三國志,第十四章:蒋琬费祎姜维传,”还，迁为侍中。,,待审,
44,三國志,第十章:刘彭廖李刘魏杨传,二十四年，先主为汉中王，徵立为侍中。,,待审,
47,三國志,第一章:武帝纪,十一月，初置尚书、侍中、六卿。,,待审,
50,三國志,第九章:诸夏侯曹传,明帝崩，齐王即位，加爽侍中，改封武安侯，邑万二千户，赐剑履上殿，入朝不趋，赞拜不名。,,待审,
52,三國志,第二十一章:王卫二刘傅传,魏国既建，拜侍中。,,待审,
54,三國志,第二十一章:王卫二刘傅传,魏国既建，拜侍中，与王粲并典制度。,,待审,
55,三國志,第二十一章:王卫二刘傅传,文帝即王位，为侍中，赐爵关内侯。,,待审,
57,三國志,第二十三章:和常杨杜赵裴传,魏国既建，为侍中，后有白毛玠谤毁太祖，太祖见近臣，怒甚。,,待审,
59,三國志,第二十三章:和常杨杜赵裴传,魏国既建，为侍中，与王粲、和洽并用。,,待审,
60,三國志,第二十三章:和常杨杜赵裴传,文帝即王位，为侍中。,,待审,
61,三國志,第二十九章:方技传,璩六十一为侍中，直省内，欻见白狗，问之众人，悉无见者。,,待审,
63,三國志,第二十二章:桓二陈徐卫卢传,文帝践阼，迁尚书令，封高乡亭侯，加侍中。,,待审,
64,三國志,第二十二章:桓二陈徐卫卢传,群转为侍中，领丞相东西曹掾。,,待审,
65,三國志,第二十二章:桓二陈徐卫卢传,及践阼，迁尚书仆射，加侍中，徙尚书令，进爵颖乡侯。,,待审,
66,三國志,第二十二章:桓二陈徐卫卢传,后徵泰为尚书右仆射，典选举，加侍中光禄大夫。,,待审,
67,三國志,第二十二章:桓二陈徐卫卢传,加侍中光禄大夫，迁司徒。,,待审,
68,三國志,第二十二章:桓二陈徐卫卢传,“帝遂以宣为左仆射，后加侍中光禄大夫。,,待审,
70,三國志,第二十二章:桓二陈徐卫卢传,明帝即位，进封康乡侯，后转为右仆射，典选举，如前加侍中。,,待审,
71,三國志,第二十二章:桓二陈徐卫卢传,青龙二年，入为侍中。,,待审,
75,三國志,第二十二章:桓二陈徐卫卢传,毌丘俭作乱，大将军司马景王出征，毓纲纪后事，加侍中。,,待审,
76,三國志,第二十五章:辛毗杨阜高堂隆传,文帝践阼，迁侍中，赐爵关内侯。,,待审,
78,三國志,第二十五章:辛毗杨阜高堂隆传,迁侍中，犹领太史令。,,待审,
80,三國志,第六章:董二袁刘传,兄子璜为侍中中军校尉典兵；,,待审,
86,三國志,第十三章:钟繇华歆王朗传,拜御史中丞，迁侍中尚书仆射，并录前功封东武亭侯。,,待审,
87,三國志,第十三章:钟繇华歆王朗传,乃表繇以侍中守司隶校尉，持节督关中诸军，委之以后事，特使不拘科制。,,待审,
88,三國志,第十三章:钟繇华歆王朗传,后以失爽意，徙侍中，出为魏郡太守。,,待审,
90,三國志,第十三章:钟繇华歆王朗传,歆至，拜议郎，参司空军事，入为尚书，转侍中，代荀彧为尚书令。,,待审,
91,三國志,第十三章:钟繇华歆王朗传,顷之，为侍中，迁太常。,,待审,
92,三國志,第十二章:崔毛徐何邢鲍司马传,文帝践阼，为侍中尚书仆射，赐爵关内侯，出为司隶校尉，徙太常。,,待审,
96,三國志,第十五章:刘司马梁张温贾传,文帝践阼，以恢为侍中，出为魏郡太守。,,待审,
97,三國志,第十六章:任苏杜郑仓传,徵拜侍中，与董昭同寮。,,待审,
100,三國志,第十六章:任苏杜郑仓传,使侍中、尚书坐则侍帷幄，行则从华辇，亲对诏问，所陈必达，则群臣之行，能否皆可得而知；,,待审,
102,三國志,第十四章:程郭董刘蒋刘传,二年，分邑百户，赐昭弟访爵关内侯，徙昭为侍中。,,待审,
103,三國志,第十四章:程郭董刘蒋刘传,黄初元年，以晔为侍中，赐爵关内侯。,,待审,
105,三國志,第十四章:程郭董刘蒋刘传,是岁，俱加侍中、光禄大夫。,,待审,
106,三國志,第十四章:程郭董刘蒋刘传,曹爽诛后，复以资为侍中，领中书令。,,待审,
107,三國志,第十四章:程郭董刘蒋刘传,资复逊位归第，就拜骠骑将军，转侍中，特进如故。,,待审,
108,三國志,第十章:荀彧攸贾诩传,天子拜太祖大将军，进彧为汉侍中，守尚书令。,,待审,
111,三國志,第四章:少帝纪,正始元年春二月乙丑，加侍中中书监刘放、侍中中书令孙资为左右光禄大夫。,,待审,
115,三國志,第四章:少帝纪,其以壹为侍中车骑将军、假节、交州牧、吴侯，开府辟召仪同三司，依古侯伯八命之礼，衮冕赤舄，事从丰厚。,,待审,
572,三國志,01,十一月，初置尚書、侍中、六卿。,,待审,
575,三國志,01,乙亥，二貴人入宮，御史大夫、中二千石將大夫、議郎會殿中，魏國二卿及侍中、中郎二人，與漢公卿並升殿宴。,,待审,
577,三國志,01,受胙納神以授侍中，此爲敬恭不終實也，古者親執祭事，故吾親納于神，終抱而歸也。,,待审,
578,三國志,01,紀字季行，少有美名，爲丞相掾，王甚敬異之，遷侍中，守少府。,,待审,
580,三國志,02,使侍中守光祿勳郗慮持節奉策免溫官。,,待审,
595,三國志,04,【正始元年】春二月乙丑，加侍中中書監劉放、侍中中書令孫資為左右光祿大夫。,,待审,
603,三國志,04,其以壹為侍中車騎將軍、假節、交州牧、吳侯，開府辟召儀同三司，依古侯伯八命之禮，衮冕赤舄，事從豐厚。,,待审,
606,三國志,05,溫本國侯，進為輔國大將軍，加侍中，領射聲校尉，德鎮軍大將軍。,,待审,
607,三國志,05,德暮年官更轉為宗正，遷侍中。,,待审,
608,三國志,05,世祖以此望德，由此出德為大鴻臚，加侍中、光祿大夫，尋疾薨，贈中軍大將軍，開府侍中如故，諡恭公，子喜嗣。,,待审,
609,三國志,05,喜精粹有器美，歷中書郎、右衛將軍、侍中，位至輔國大將軍，加散騎常侍。,,待审,
611,三國志,06,後大將軍何進辟爲東曹屬，稍遷侍中、河南尹、越騎校尉。,,待审,
613,三國志,06,後遷巴東太守，卓上留拜侍中，至長安爲左中郎將。,,待审,
617,三國志,06,侍中、侍郎見傕帶仗，皆惶恐，亦帶劒持刀，先入在帝側。,,待审,
624,三國志,06,」表遂使之，果如所言，天子拜嵩侍中，遷零陵太守，還稱朝廷、曹公之德也。,,待审,
625,三國志,06,文帝時爲侍中，太和中卒，巽在荊州，目龐統爲半英雄，證裴潛終以清行顯；,,待审,
630,三國志,09,父炽，侍中、長水校尉。,,待审,
632,三國志,09,明帝崩，齊王即位，加爽侍中，改封武安侯，邑萬二千戶，賜劒履上殿，入朝不趨，贊拜不名。,,待审,
634,三國志,09,正始初，乃出爲潁川太守，轉大將軍長史，遷侍中尚書。,,待审,
636,三國志,09,至正始初，曲合於曹爽，亦以才能，故爽用爲散騎侍郎，遷侍中尚書。,,待审,
637,三國志,09,正始中，遷侍中尚書僕射。,,待审,
641,三國志,10,天子拜太祖大將軍，進彧爲漢侍中，守尚書令。,,待审,
642,三國志,10,侍中守尚書令彧，積德累行，少長無悔，遭世紛擾，懷忠念治。,,待审,
643,三國志,10,建安初爲祕書監侍中，被詔刪《漢書》作《漢紀》三十篇，因事以明臧否，致有典要；,,待审,
655,三國志,12,{{*|《魏書》曰：信父丹，官至少府侍中，世以儒雅顯。,,待审,
659,三國志,13,拜御史中丞，遷侍中尚書僕射，并錄前功封東武亭侯。,,待审,
660,三國志,13,乃表繇以侍中守司隷校尉，持節督關中諸軍，委之以後事，特使不拘科制。,,待审,
661,三國志,13,謹按侍中守司隷校尉東武亭侯鍾繇，幸得蒙恩，以斗筲之才，仍見拔擢，顯從近密，銜命督使。,,待审,
662,三國志,13,後以失爽意，徙侍中，出爲魏郡太守。,,待审,
664,三國志,13,歆至，拜議郎，參司空軍事，入爲尚書，轉侍中，代荀彧爲尚書令。,,待审,
665,三國志,13,頃之，爲侍中，遷太常。,,待审,
666,三國志,13,歷河南尹、侍中，所居有稱。,,待审,
667,三國志,13,明帝時，入爲侍中、大司農。,,待审,
669,三國志,14,二年，分邑百戶，賜昭弟訪爵關內侯，徙昭為侍中。,,待审,
670,三國志,14,【黃初元年】，以曄為侍中，賜爵關內侯。,,待审,
673,三國志,14,是歲，俱加侍中、光祿大夫。,,待审,
674,三國志,14,」）曹爽誅後，復以資為侍中，領中書令。,,待审,
675,三國志,14,）資复遜位歸第，就拜驃騎將軍，轉侍中，特進如故。,,待审,
677,三國志,15,文帝践阼，以恢爲侍中，出爲魏郡太守。,,待审,
678,三國志,16,徵拜侍中，与董昭同寮。,,待审,
684,三國志,16,使侍中、尚书坐则侍帷幄，行则从华辇，亲对诏问，所陈必达，则群臣之行，能否皆可得而知；,,待审,
687,三國志,21,魏國旣建，拜侍中。,,待审,
690,三國志,21,齊王即位，稍遷侍中、大將軍長史。,,待审,
691,三國志,21,復爲侍中，典著作。,,待审,
694,三國志,21,）魏國旣建，拜侍中，與王粲並典制度。,,待审,
695,三國志,21,文帝即王位，爲侍中，賜爵關內侯。,,待审,
696,三國志,21,時舉斐任侍中，並無所就。,,待审,
697,三國志,21,建安中，爲郡上計吏，特拜郎中，稍遷侍中中書監，以光祿大夫遜位，年七十五卒於家。,,待审,
698,三國志,21,太和中，誕爲武都太守，以能書留補侍中，魏氏寶器銘題皆誕書云。,,待审,
701,三國志,22,文帝践阼，遷尚書令，封高鄉亭侯，加侍中。,,待审,
702,三國志,22,纪历位平原相、侍中、大鸿胪，著书数十篇，世谓之陈子。,,待审,
703,三國志,22,羣转爲侍中，领丞相东西曹掾。,,待审,
704,三國志,22,及践阼，遷尚書仆射，加侍中，徙尚書令，进爵颖鄉侯。,,待审,
705,三國志,22,後徵泰爲尚書右仆射，典選舉，加侍中光禄大夫。,,待审,
706,三國志,22,”）加侍中光禄大夫，遷司徒。,,待审,
709,三國志,22,明帝即位，进封康鄉侯，後转爲右仆射，典選舉，如前加侍中。,,待审,
710,三國志,22,稍迁侍中、尚书。,,待审,
715,三國志,22,毌丘俭作乱，大將軍司马景王出征，毓纲纪後事，加侍中。,,待审,
716,三國志,23,魏國既建，爲侍中，後有白毛玠謗毀太祖，太祖見近臣，怒甚。,,待审,
718,三國志,23,魏國既建，爲侍中，與王粲、和洽並用。,,待审,
724,三國志,24,充無後，以壽子謐為嗣，弱冠為祕書監侍中，性驕佚而才出壽。,,待审,
726,三國志,25,文帝踐阼，遷侍中，賜爵關內侯。,,待审,
728,三國志,25,遷侍中，猶領太史令。,,待审,
729,三國志,27,茂至侍中、尚書。,,待审,
733,三國志,29,平子雖為侍中，馬先生雖給事省中，俱不典工官，巧無益於世。,,待审,
734,三國志,29,璩六十一為侍中，直省內，欻見白狗，問之眾人，悉無見者。,,待审,
736,三國志,30,王治于賴城，魏賜其王壹多雜守魏侍中，號大都尉，受魏王印。,,待审,
738,三國志,31,」於是靈帝徵扶，即拜侍中。,,待审,
742,三國志,35,侍中、侍郎郭攸之、費禕、董允等，此皆良實，志慮忠純，是以先帝簡拔以遺陛下。,,待审,
743,三國志,35,侍中、尚書、長史、參軍，此悉貞良死節之臣，願陛下親之信之，則漢室之隆，可計日而待也。,,待审,
744,三國志,35,臣壽等言：臣前在著作郎，侍中領中書監濟北侯臣荀勖、中書令關內侯臣和嶠奏：使臣定故蜀丞相諸葛亮故事。,,待审,
745,三國志,35,其明年為羽林中郎將，屢遷射聲校尉、侍中、尚書僕射，加軍師將軍。,,待审,
746,三國志,35,」後為侍中，守中書令。,,待审,
747,三國志,36,弱冠為侍中、中監軍，數歲卒。,,待审,
750,三國志,39,先主稱尊號，以良為侍中。,,待审,
753,三國志,39,」亮尋請禕為參軍，允遷為侍中，領虎賁中郎將，統宿衛親兵。,,待审,
754,三國志,39,七年，以侍中守尚書令，為大將軍費禕副貳。,,待审,
755,三國志,39,陳祗代允為侍中，與黃皓互相表裡，皓始預政事。,,待审,
756,三國志,39,呂乂卒，祗又以侍中守尚書令，加鎮軍將軍，大將軍姜維雖班在祗上，常率眾在外，希親朝政。,,待审,
757,三國志,40,二十四年，先主為漢中王，徵立為侍中。,,待审,
760,三國志,43,」文帝善之，拜為鎮南將軍，封育陽候，加侍中，使之陪乘。,,待审,
762,三國志,44,”）還，遷為侍中。,,待审,
764,三國志,45,遷為侍中，徙尚書。,,待审,
767,三國志,48,九月丁亥，峻卒，以從弟偏將軍綝爲侍中、武衞將軍，領中外諸軍事，召還據等。,,待审,
769,三國志,48,}}」戊戌，詔曰：「大將軍掌中外諸軍事，事統煩多，其加衞將軍御史大夫恩侍中，與大將軍分省諸事。,,待审,
770,三國志,48,【元興元年】八月，以上大將軍施績、大將軍丁奉爲左右大司馬，張布爲驃騎將軍，加侍中，諸增位班賞，一皆如舊。,,待审,
773,三國志,49,）繇兄岱，字公山，歷位侍中，兗州刺史。,,待审,
774,三國志,52,及登卒後，爲侍中，拜羽林都督，平三典軍事，遷揚武將軍。,,待审,
775,三國志,52,卒，表赠侍中、骠骑将军、仪同三司。,,待审,
777,三國志,52,闡累世在西陵，卒被-{征}-命，自以失職，又懼有讒禍，於是據城降晉，遣璣與弟璿詣洛陽爲任，晉以闡爲都督西陵諸軍事、衞將軍、儀同三司，加侍中，假節領交州牧，封宜都公。,,待审,
778,三國志,53,）孫皓時為侍郎，以言語辯捷見知，擢為侍中、中書令。,,待审,
779,三國志,57,育后仕朝，常在台阁，为东观令，遥拜清河太守，加位侍中，推刺占射，文艺多通。,,待审,
782,三國志,59,後爲侍中，出補武昌左部督，治軍整頓。,,待审,
790,三國志,62,後從太子還建業，復拜侍中、中執法，平諸官事、領辭訟如舊。,,待审,
791,三國志,62,權下都建業，詳、綜並為侍中，進封鄉侯，兼左、右領軍。,,待审,
792,三國志,62,此文既流行，而質已人為侍中矣。,,待审,
797,三國志,64,孫權末，徙武衛都尉，為侍中。,,待审,
800,三國志,64,鞏其有變，數加賞賜，又復加恩侍中，與綝分省文書。,,待审,
801,三國志,64,皓既踐阼，加興侍中，領青州牧。,,待审,
802,三國志,65,孫皓即位，封高陵亭侯，遷中書僕射，職省，為侍中，常領左國史。,,待审,
