term_id,person_id,name,dynasty_primary,start_ym,end_ym,start_year,end_year,nature,nature_primary,evidence,book,juan,quote_head
15798,P0001,丁恭,,阙,阙,,,有明文,,有明文,後漢書,第七十五章:儒林列传下,二十年，拜侍中祭酒、骑都尉，与侍中刘昆俱在光武左右，每事谘访焉
15799,P0001,丁恭,,阙,阙,,,有明文,,有明文,後漢書,79下,二十年，拜侍中祭酒、騎都尉，與侍中劉昆俱在光武左右，每事諮訪焉
15800,P0002,丁鸿,,阙,阙,,,有明文,,有明文,後漢書,卷67桓荣丁鸿传,頃之，拜侍中
15801,P0002,丁鸿,,阙,阙,,,有明文,,有明文,後漢書,卷67,永元四年，代丁鴻爲太常
15802,P0002,丁鸿,,阙,阙,,,有明文,,有明文,後漢書,卷45,太尉宋由、太常丁鴻、光祿勳耿秉等十人議可許
15803,P0003,严助,,阙,阙,,,有明文,,有明文,漢書,卷64上严朱吾丘传,會邑子嚴助貴幸，薦買臣……與嚴助俱侍中
15804,P0003,严助,,阙,阙,,,有明文,,有明文,漢書,卷64上,始，買臣與嚴助俱侍中，貴用事
15805,P0003,严助,,阙,阙,,,有明文,,有明文,史記,卷122酷吏列传,嚴助及伍被，上欲釋之
15806,P0004,乐松,,阙,阙,,,有明文,,有明文,後漢書,第五十四章:蔡邕列传下,侍中祭酒乐松、贾护，多引无行趣势之徒，并待制鸿都门下，熹陈方俗闾里小事，帝甚悦之，待以不次之位
15807,P0004,乐松,,阙,阙,,,有明文,,有明文,後漢書,60下,侍中祭酒樂松、賈護，多引無行趣埶之徒，並待制鴻都門下，憙陳方俗閭里小事，帝甚悅之，待以不次之位
15808,P0005,任安,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林上,任安字定祖，廣漢綿竹人也
15809,P0005,任安,,阙,阙,,,有明文,,有明文,後漢書,卷109,徵拜議郎，稍遷侍中、弘農太守
15810,P0006,任芝,,阙,阙,,,有明文,,有明文,後漢書,第四十七章:杨震列传,书奏，帝欲止，以问侍中任芝、中常侍乐松
15811,P0006,任芝,,阙,阙,,,有明文,,有明文,後漢書,54,書奏，帝欲止，以問侍中任芝﹑中常侍樂松
15812,P0006,任芝,,阙,阙,,,有明文,,有明文,後漢紀,024,止侍中任芝樂松等曰昔宣王囿五十里民以爲大¶
15813,P0007,伍琼,,阙,阙,,,有明文,,有明文,後漢書,第六十四章:郑孔荀列传,公业等与侍中伍琼、卓长史何颙共说卓，以袁绍为勃海太守，以发山东之谋
15814,P0008,伏完,,阙,阙,,,有明文,,有明文,後漢書,卷10下皇后纪,父完，沉深有大度，襲爵不其侯，尚桓帝女陽安公主，爲侍中
15815,P0008,伏完,,阙,阙,,,有明文,,有明文,後漢書,卷72董卓传,同濟唯皇后、宋貴人、楊彪、董承及后父執金吾伏完等數十人
15816,P0009,伏无忌,,阙,阙,,,有明文,,有明文,後漢書,卷56伏侯宋蔡冯赵牟韦传,順帝時，爲侍中屯騎校尉
15817,P0009,伏无忌,,阙,阙,,,有明文,,有明文,後漢書,卷16邓寇传,永壽中，與伏无忌、延篤著書東觀，官至屯騎校尉
15818,P0010,何休,,阙,阙,,,有明文,,有明文,後漢書,第七十五章:儒林列传下,岁余复征，再迁侍中，卒于官
15819,P0010,何休,,阙,阙,,,有明文,,有明文,後漢書,79下,歲餘复徵，再遷侍中，卒於官
15820,P0011,何晏,,阙,阙,,,有明文,,有明文,三國志,第二十二章:桓二陈徐卫卢传,时曹爽秉权，将树其党，徙毓仆射，以侍中何晏代毓
15821,P0011,何晏,,阙,阙,,,有明文,,有明文,三國志,22,時曹爽秉权，將树其黨，徙毓仆射，以侍中何晏代毓
15822,P0012,何进,,阙,阙,,,有明文,,有明文,後漢書,卷99窦何传,何進字遂高，南陽宛人也
15823,P0012,何进,,阙,阙,,,有明文,,有明文,後漢書,卷99,拜侍中、將作大匠、河南尹
15824,P0013,佚名侍中（禁中出入制度）,,阙,阙,,,有明文,,有明文,後漢書,卷一百十六百官志,又侍中舊與中官俱止禁中，武帝時，侍中莽何羅挾刃謀逆，由是侍中出禁外，有事乃入，畢即出
15825,P0013,佚名侍中（禁中出入制度）,,阙,阙,,,有明文,,有明文,後漢書,卷一百十六百官志,王莽秉政，侍中復入，與中官共止
15826,P0013,佚名侍中（禁中出入制度）,,阙,阙,,,有明文,,有明文,漢書,卷十九上百官公卿表,侍中、左右曹、諸吏、散騎、中常侍，皆加官……亡員，多至數十人
15827,P0014,傅俊,,阙,阙,,,有明文,,有明文,後漢書,第十一章:皇后纪上,光武即位，令侍中傅俊迎后，与胡阳、宁平主诸宫人俱到洛阳，以后为贵人
15828,P0014,傅俊,,阙,阙,,,有明文,,有明文,後漢書,10上,光武即位，令侍中傅俊迎-{后}-，與胡陽、寧平主諸宮人俱到洛陽，以-{后}-爲貴人
15829,P0015,傅商,,阙,阙,,,有明文,,有明文,漢書,第十二章:哀帝纪,二月，封帝太太后从弟侍中傅商为汝昌侯，太后同母弟子侍中郑业为阳信侯
15830,P0015,傅商,,阙,阙,,,有明文,,有明文,漢書,011,二月，封帝太太后從弟侍中傅商為汝昌侯，太后同母弟子侍中鄭業為陽信侯
15831,P0016,傅喜,,阙,阙,,,有明文,,有明文,漢書,第四十七章:眭两夏侯京翼李传,哀帝初即位，召寻待诏黄门，使侍中卫尉傅喜问寻曰：“间者水出地动，日月失度，星辰乱行，灾异仍重，极言毋有所讳
15832,P0016,傅喜,,阙,阙,,,有明文,,有明文,漢書,075,哀帝初即位，召尋待詔黃門，使侍中衛尉傅喜問尋曰：「間者水出地動，日月失度，星辰亂行，災異仍重，極言毋有所諱
15833,P0017,傅嘉,,阙,阙,,,有明文,,有明文,漢書,第四十章:霍光金日磾传,文学、光禄大夫夏侯胜等及侍中傅嘉数进谏以过失，使人簿责胜，缚嘉系狱
15834,P0017,傅嘉,,阙,阙,,,有明文,,有明文,全漢文,卷三十二,文學光祿大夫夏矦勝等及侍中傅嘉數進諫㠯過失，使人簿責勝，縛嘉繫獄
15835,P0018,傅巽,,阙,阙,,,有明文,,有明文,三國志,卷21王卫二刘傅传,伯父巽，黃初中爲侍中尚書
15836,P0018,傅巽,,阙,阙,,,有明文,,有明文,三國志,卷16任苏杜郑仓传,侍中傅巽目之，乃悟
15837,P0019,公孙敬聲,,阙,阙,,,有明文,,有明文,漢書,019,|侍中公孫敬聲為太僕，十二年下獄死
15838,P0020,关兴,,阙,阙,,,有明文,,有明文,三國志,卷36关张马黄赵传,弱冠爲侍中、中監軍，數歲卒
15839,P0021,关统,,阙,阙,,,有明文,,有明文,三國志,第六章:关张马黄赵传,弱冠为侍中、中监军，数岁卒
15840,P0021,关统,,阙,阙,,,有明文,,有明文,三國志,36,弱冠為侍中、中監軍，數歲卒
15841,P0022,冯石,,阙,阙,,,有明文,,有明文,東觀漢記,卷013,馮石（案石魴子/柱次子）襲母公主封獲嘉侯，亦為侍中，稍遷衛尉
15842,P0022,冯石,,阙,阙,,,有明文,,有明文,後漢書,卷六十三朱馮虞鄭周列傳,尚顯宗女獲嘉長公主，少為侍中，以恭肅謙約稱，位至將作大匠
15843,P0022,冯石,,阙,阙,,,有明文,,有明文,後漢書,卷六十三,定弟石，襲母公主封獲嘉侯，亦為侍中，稍遷衛尉
15844,P0023,刘儒,,阙,阙,,,有明文,,有明文,後漢書,卷97党锢传,劉儒字叔林，東郡陽平人也
15845,P0023,刘儒,,阙,阙,,,有明文,,有明文,後漢書,卷97,察孝廉，舉高第，三遷侍中
15846,P0024,刘劭,,阙,阙,,,有明文,,有明文,三國志,第二十一章:王卫二刘傅传,文帝即王位，为侍中，赐爵关内侯
15847,P0024,刘劭,,阙,阙,,,有明文,,有明文,三國志,21,文帝即王位，爲侍中，賜爵關內侯
15848,P0025,刘宽,,阙,阙,,,有明文,,有明文,隸釋,021,侍中史闕書也碑又云固疾遜位拜光禄大夫遷衛¶
15849,P0025,刘宽,,阙,阙,,,有明文,,有明文,集古錄,002,云遷侍中其前自長史入登侍中史闕書也碑又云固¶
15850,P0026,刘岱,,阙,阙,,,有明文,,有明文,後漢書,卷104董卓传,以尚書韓馥爲冀州刺史，侍中劉岱爲兗州刺史
15851,P0026,刘岱,,阙,阙,,,有明文,,有明文,三國志,卷49刘繇太史慈士燮传,繇兄岱，字公山，歷位侍中，兗州刺史
15852,P0027,刘平,,阙,阙,,,有明文,,有明文,後漢書,第三十一章:刘赵淳于江刘周赵列传,建光中，公车特征，至，拜侍中
15853,P0027,刘平,,阙,阙,,,有明文,,有明文,後漢書,39,建光中，公車特徵，至，拜侍中
15854,P0028,刘廙,,阙,阙,,,有明文,,有明文,三國志,卷02,魏王侍中劉廙、辛毗、劉曄、尚書令桓階等言
15855,P0028,刘廙,,阙,阙,,,有明文,,有明文,三國志,卷02,侍中劉廙、常侍衞臻等奏議曰：漢氏遵唐堯公天下之議
15856,P0028,刘廙,,阙,阙,,,有明文,,有明文,三國志,卷02,侍中劉廙等宣敘衆心，人靈同謀
15857,P0029,刘恭,,阙,阙,,,有明文,,有明文,後漢書,第一章:刘玄刘盆子列传,初，侍中刘恭以赤眉立其弟盆子，自系诏狱：闻更始败，乃出，步从至高陵，止传舍
15858,P0029,刘恭,,阙,阙,,,有明文,,有明文,後漢書,11,初，侍中劉恭以赤眉立其弟盆子，自繫詔獄
15859,P0029,刘恭,,阙,阙,,,有明文,,有明文,後漢紀,003,王劉祉尚書任延君侍中劉恭歩將更始至髙陵嚴¶
15860,P0030,刘放,,阙,阙,,,有明文,,有明文,三國志,卷14程郭董刘蒋刘传,加侍中中書監劉放、侍中中書令孫資為左右光祿大夫
15861,P0031,刘昆,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林上,劉昆字桓公，陳留東昏人也
15862,P0031,刘昆,,阙,阙,,,有明文,,有明文,後漢書,卷109,徵拜議郎，稍遷侍中、弘農太守
15863,P0032,刘晔,,阙,阙,,,有明文,,有明文,三國志,第二十五章:辛毗杨阜高堂隆传,文帝问侍中刘晔等：“武都太守何如人也？
15864,P0032,刘晔,,阙,阙,,,有明文,,有明文,三國志,第十七章:张乐于张徐传,帝遣侍中刘晔将太医视疾，虎贲问消息，道路相属
15865,P0032,刘晔,,阙,阙,,,有明文,,有明文,三國志,14,臣言誠不足採，侍中劉曄先帝謀臣，常曰蜀不可伐
15866,P0033,刘棻,,阙,阙,,,有明文,,有明文,漢書,第七十七章:王莽传下,”伊休侯者，歆长子也，为侍中五官中朗将，莽素爱之
15867,P0033,刘棻,,阙,阙,,,有明文,,有明文,漢書,099下,伊休侯者，歆長子也，為侍中五官中郎將，莽素愛之
15868,P0034,刘植,,阙,阙,,,有明文,,有明文,後漢書,卷32,劉植字伯先，巨鹿昌城人也
15869,P0034,刘植,,阙,阙,,,有明文,,有明文,後漢書,卷32,世祖即位，以植爲驍騎將軍
15870,P0035,刘歆,,阙,阙,,,有明文,,有明文,後漢書,第二十八章:郑范陈贾张列传,建平中，侍中刘歆欲立《左氏》，不先暴论大义，而轻移太常，恃其义长，诋挫诸儒，诸儒内怀不服，相与排之
15871,P0035,刘歆,,阙,阙,,,有明文,,有明文,全後漢文,卷三十一,建平中，侍中劉歆欲立《左氏》，不先暴論大義，而輕移太常，恃其義長，詆挫諸儒，諸儒內懷不服，相與排之
15872,P0035,刘歆,,阙,阙,,,有明文,,有明文,後漢書,36,）侍中劉歆欲立左氏，不先暴論大義，而輕移太常，恃其義長，詆挫諸儒，諸儒内懷不服，相與排之
15873,P0036,刘淑,,阙,阙,,,有明文,,有明文,後漢書,卷97党锢传,劉淑字仲承，河間樂成人也
15874,P0036,刘淑,,阙,阙,,,有明文,,有明文,後漢書,卷97,又再遷侍中、虎賁中郎將
15875,P0037,刘珍,,阙,阙,,,有明文,,有明文,後漢書,第四十八章:章帝八王列传,又遣中常侍奉太牢祠典，护礼仪侍中刘珍等及宗室列侯皆往会事
15876,P0037,刘珍,,阙,阙,,,有明文,,有明文,後漢書,55,又遣中常侍奉太牢祠典，護禮儀侍中劉珍等及宗室列侯皆往會事
15877,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢書,第六十三章:窦何列传,武于是引同志尹勋为尚书令，刘瑜为侍中，冯述为屯骑校尉
15878,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢書,第九章:孝灵帝纪,九月辛亥，中常侍曹节矫诏诛太傅陈蕃、大将军窦武及尚书令尹勋、侍中刘瑜、屯骑校尉冯述，皆夷其族
15879,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢書,69,武於是引同志尹勳為尚書令，劉瑜為侍中，馮述為屯騎校尉
15880,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢書,8,九月丁亥，中常侍曹節矯詔誅太傅陳蕃、大將軍竇武及尚書令尹勳、侍中劉瑜、屯騎校尉馮述，皆夷其族
15881,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢紀,023,㣲侍中劉瑜素善天文與蕃書曰星辰錯亂不利大¶
15882,P0038,刘瑜,,阙,阙,,,有明文,,有明文,後漢紀,023,長樂食監王甫等使侍中劉瑜内其奏謀頗泄漏節¶
15883,P0039,刘瑰,,阙,阙,,,有明文,,有明文,後漢書,卷八十四,瑰遂以爲妻，得襲護爵，位至侍中
15884,P0040,刘能卿,,阙,阙,,,有明文,,有明文,後漢書,第一章:刘玄刘盆子列传,侍中刘能卿知其谋，以告之
15885,P0040,刘能卿,,阙,阙,,,有明文,,有明文,後漢書,11,侍中劉能卿知其謀，以告之
15886,P0040,刘能卿,,阙,阙,,,有明文,,有明文,後漢紀,003,未行其計侍中劉熊卿知其謀告之更始召申屠建¶
15887,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢書,第六十六章:董卓列传,既知不实，使侍中刘艾出让有司
15888,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢書,第十章:孝献帝纪,帝疑赋恤有虚，乃亲于御坐前量试作糜，乃知非实，使侍中刘艾出让有司
15889,P0041,刘艾,,阙,阙,,,有明文,,有明文,全後漢文,卷八,帝疑賦恤有虛，乃親于御座前量試作糜，乃知非實，使侍中劉艾出讓有司
15890,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢書,72,既知不實，使侍中劉艾出讓有司
15891,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢書,9,』」）使侍中劉艾出讓有司
15892,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢紀,027,小各有差餓死者甚衆帝疑廪賦不實勑侍中劉艾¶
15893,P0041,刘艾,,阙,阙,,,有明文,,有明文,三國志,06,傕兵數百人皆持大戟在乘輿車左右，侍中劉艾大呼云：「是天子也
15894,P0041,刘艾,,阙,阙,,,有明文,,有明文,後漢書,72,傕兵數百人皆持大戟在乘輿車前，侍中劉艾大呼云：『是天子也！
15895,P0043,包咸,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林下,包咸字子良，會稽曲阿人也
15896,P0043,包咸,,阙,阙,,,有明文,,有明文,後漢書,卷109,拜諫議大夫、侍中、右中郎將
15897,P0044,华歆,,阙,阙,,,有明文,,有明文,三國志,卷13钟繇华歆王朗传,歆至，拜議郎，參司空軍事，入爲尚書，轉侍中，代荀彧爲尚書令
15898,P0044,华歆,,阙,阙,,,有明文,,有明文,三國志,卷13,華歆字子魚，平原高唐人也
15899,P0045,单飏,,阙,阙,,,有明文,,有明文,後漢書,卷112方术下,舉孝廉，稍遷太史令，侍中
15900,P0045,单飏,,阙,阙,,,有明文,,有明文,三國志,卷02文帝纪,太史令單颺曰：其國後當有王者興
15901,P0046,卫伉,,阙,阙,,,有明文,,有明文,史記,第十九章:外戚世家,四子，长子伉为侯世子，侯世子常侍中，贵幸
15902,P0046,卫伉,,阙,阙,,,有明文,,有明文,史記,049,四子，長子伉為侯世子，侯世子常侍中，貴幸
15903,P0047,卫臻,,阙,阙,,,有明文,,有明文,三國志,卷22,明帝即位，進封康鄉侯，後轉爲右僕射，典選舉，如前加侍中
15904,P0048,卫青,,阙,阙,,,有明文,,有明文,史記,卷111卫将军骠骑列传,上聞，乃召青爲建章監，侍中，及同母昆弟貴，賞賜數日閒累千金
15905,P0048,卫青,,阙,阙,,,有明文,,有明文,史記,卷111,大將軍青侍中，上踞廁而視之
15906,P0048,卫青,,阙,阙,,,有明文,,有明文,漢書,卷55卫青霍去病传,去病以皇后姊子，年十八爲侍中
15907,P0049,台崇,,阙,阙,,,有明文,,有明文,後漢書,卷9孝献帝纪,曹操殺侍中臺崇、尚書馮碩等
15908,P0050,史丹,,阙,阙,,,有明文,,有明文,漢書,第七十四章:元后传,时凤在位，与皇后、太子同心忧惧，刺侍中史丹拥右太子，语在《丹传》
15909,P0050,史丹,,阙,阙,,,有明文,,有明文,漢書,第十一章:成帝纪,赖侍中史丹护太子家，辅助有力，上亦以先帝尤爱太子，故得无废
15910,P0050,史丹,,阙,阙,,,有明文,,有明文,漢書,010,賴侍中史丹護太子家，輔助有力，上亦以先帝尤愛太子，故得無廢
15911,P0050,史丹,,阙,阙,,,有明文,,有明文,漢書,098,時鳳在位，與皇-{后}-、太子同心憂懼，刺侍中史丹擁右太子，語在《丹傳》
15912,P0051,史恃,,阙,阙,,,有明文,,有明文,後漢紀,028,千級詔使侍中史恃太㒒韓融告張濟曰朕惟宗廟¶
15913,P0052,史高,,阙,阙,,,有明文,,有明文,漢書,第五十四章:王商史丹傅喜传,高侍中，贵幸，以发举反者大司马霍禹功封乐陵侯
15914,P0052,史高,,阙,阙,,,有明文,,有明文,漢書,082,高侍中，貴幸，以發舉反者大司馬霍禹功封樂陵侯
15915,P0053,向栩,,阙,阙,,,有明文,,有明文,後漢書,第九章:孝灵帝纪,侍中向栩、张钧坐言宦者，下狱死
15916,P0053,向栩,,阙,阙,,,有明文,,有明文,後漢書,8,侍中向栩、張鈞坐言宦者，下獄死
15917,P0054,周举,,阙,阙,,,有明文,,有明文,後漢書,61,時詔遣八使巡行風俗，皆選素有威名者，乃拜舉為侍中，舉侍中杜喬、守光祿大夫周栩、前青州刺史馮羨、尚書欒巴、侍御史張綱、兗州刺史郭遵、太尉長史劉班並守光祿大夫，分行天下
15918,P0055,周广,,阙,阙,,,有明文,,有明文,後漢書,第五章:李王邓来列传,明年，中常侍樊丰与大将军耿宝、侍中周广、谢惲等共谗陷太尉杨震，震遂自杀
15919,P0055,周广,,阙,阙,,,有明文,,有明文,後漢書,第四十七章:杨震列传,时诏遣使者大为阿母修弟，中常侍樊丰及侍中周广、谢恽等更相扇动，倾摇朝廷
15920,P0055,周广,,阙,阙,,,有明文,,有明文,後漢書,第十二章:皇后纪下,显忌大将军耿宝位尊权重，威行前朝，乃风有司奏宝及其党与中常侍樊丰、虎贲中郎将谢惲、惲弟侍中笃、笃弟大将军长史宓、侍中周广、阿母野王君王圣、圣女永、永婿黄门侍郎樊严等，更相阿党，互作威福，探刺禁省，更为唱和，皆大不道
15921,P0056,周毖,,阙,阙,,,有明文,,有明文,三國志,卷6董二袁刘传,侍中周毖、城門校尉伍瓊、議郎何顒等，皆名士也，卓信之，而陰為紹
15922,P0057,周泽,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林下,十八年，以病乞身，爲侍中騎都尉，卒於官
15923,P0057,周泽,,阙,阙,,,有明文,,有明文,後漢書,卷109,生世不諧，作太常妻
15924,P0058,和峤,,阙,阙,,,有明文,,有明文,三國志,10,臣-{松}-之案和嶠爲侍中，荀顗亡沒久矣
15925,P0059,和洽,,阙,阙,,,有明文,,有明文,三國志,卷23和常杨杜赵裴传,魏國既建，為侍中，與王粲、崔琰並用
15926,P0060,和逌,,阙,阙,,,有明文,,有明文,三國志,卷四少帝紀,侍中和逌、尚書陳騫等作詩稽留
15927,P0061,孔昱,,阙,阙,,,有明文,,有明文,後漢書,第六十一章:党锢列传,察孝廉，举高第，三迁侍中
15928,P0061,孔昱,,阙,阙,,,有明文,,有明文,後漢書,67,）察孝廉，舉高第，三遷侍中
15929,P0064,孙峻,,阙,阙,,,有明文,,有明文,三國志,第十九章:诸葛滕二孙濮阳传,权疾困，召恪、弘及太常滕胤、将军吕据、侍中孙峻，属以后事
15930,P0064,孙峻,,阙,阙,,,有明文,,有明文,三國志,64,權疾困，召恪、弘及太常滕胤、將軍呂據、侍中孫峻，屬以後事
15931,P0065,孙期,,阙,阙,,,有明文,,有明文,後漢書,第七十四章:儒林列传上,”帝即敕尚书解遵禁锢，拜凭虎贲中郎将，以侍中兼领之
15932,P0065,孙期,,阙,阙,,,有明文,,有明文,後漢書,79上,”帝即敕尚書解遵禁锢，拜憑虎贲中郎将，以侍中兼領之
15933,P0066,孙綝,,阙,阙,,,有明文,,有明文,三國志,卷64诸葛滕二孙濮阳传,以從弟偏將軍綝為侍中、武衛將軍，領中外諸軍事
15934,P0067,孙邕,,阙,阙,,,有明文,,有明文,三國志,第十一章:袁张凉国田王邴管传,正始二年，太仆陶丘一、永宁卫尉孟观、侍中孙邕、中书侍郎王基荐宁曰
15935,P0067,孙邕,,阙,阙,,,有明文,,有明文,三國志,11,【正始二年】，太僕陶丘一、永寧衞尉孟觀、侍中孫邕、中書侍郎王基薦寧曰
15936,P0068,宋弘,,阙,阙,,,有明文,,有明文,後漢書,第二十七章:张曹郑列传,纯少袭爵士，哀、平间为侍中，王莽时至列卿
15937,P0068,宋弘,,阙,阙,,,有明文,,有明文,後漢書,第十六章:伏侯宋蔡冯赵牟韦列传,弘少而温顺，哀、平间作侍中，王莽时为共工
15938,P0068,宋弘,,阙,阙,,,有明文,,有明文,後漢書,26,弘少而溫順，哀、平間作侍中，王莽時為共工
15939,P0068,宋弘,,阙,阙,,,有明文,,有明文,後漢書,35,純少襲爵士，哀、平間為侍中，王莽時至列卿
15940,P0069,宋登,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林上,宋登字叔陽，京兆長安人也
15941,P0069,宋登,,阙,阙,,,有明文,,有明文,後漢書,卷109,順帝以登明識禮樂……轉拜侍中
15942,P0070,宗预,,阙,阙,,,有明文,,有明文,三國志,卷45邓张宗杨传,宗預字德豔，南陽安眾人也
15943,P0070,宗预,,阙,阙,,,有明文,,有明文,三國志,卷45,遷爲侍中，徙尚書
