term_id,person_id,name,dynasty_primary,start_ym,end_ym,start_year,end_year,nature,nature_primary,evidence,book,juan,quote_head
16124,P0176,虞子和,,阙,阙,,,有明文,,有明文,後漢書,卷105刘虞公孙瓒陶谦传,時，虞子和爲侍中，因此遣和潛從武關出，告虞將兵來迎
16125,P0176,虞子和,,阙,阙,,,有明文,,有明文,三國志,卷8二公孙陶四张传,虞子和爲侍中，在長安
16126,P0177,袁隗,,阙,阙,,,有明文,,有明文,後漢書,卷65张曹郑传,後將軍袁隗表爲侍中，以父喪不行
16127,P0177,袁隗,,阙,阙,,,有明文,,有明文,後漢書,卷75袁张韩周传,袁隗字次陽
16128,P0178,许允,,阙,阙,,,有明文,,有明文,三國志,第九章:诸夏侯曹传,侍中许允、尚书陈泰说爽，使早自归罪
16129,P0178,许允,,阙,阙,,,有明文,,有明文,三國志,09,侍中許允、尚書陳泰說爽，使早自歸罪
16130,P0179,许延寿,,阙,阙,,,有明文,,有明文,前漢紀,019,亦未可圖也上乃拜侍中許延壽爲強弩將軍即拜¶
16131,P0180,许慎,,阙,阙,,,有明文,,有明文,後漢書,卷109儒林下,遷侍中，出爲弘農太守，卒官
16132,P0180,许慎,,阙,阙,,,有明文,,有明文,後漢書,卷109,許慎字叔重，汝南召陵人也
16133,P0181,许相,,阙,阙,,,有明文,,有明文,後漢書,第七十三章:宦者列传,伏闻中常侍曹节、王甫、张让等，及侍中许相，并为列侯
16134,P0181,许相,,阙,阙,,,有明文,,有明文,全後漢文,卷九十五,伏聞中常侍曹節、王甫、張讓等，及侍中許相，竝爲列矦
16135,P0181,许相,,阙,阙,,,有明文,,有明文,後漢書,78,伏聞中常侍曹节、王甫、張让等，及侍中许相，并为列侯
16136,P0182,许章,,阙,阙,,,有明文,,有明文,漢書,第四十九章:盖诸葛刘郑孙毋将何传,时，侍中许章以外属贵幸，奢淫不奉法度，宾客犯事，与章相连
16137,P0182,许章,,阙,阙,,,有明文,,有明文,漢書,077,時侍中許章以外屬貴幸，奢淫不奉法度，賓客犯事，與章相連
16138,P0182,许章,,阙,阙,,,有明文,,有明文,前漢紀,021,間何闊逢諸葛上嘉之加豐光禄大夫侍中許章不¶
16139,P0183,诸葛瞻,,阙,阙,,,有明文,,有明文,三國志,第十三章:黄李吕马王张传,侍中诸葛瞻，丞相亮之子，恪从弟也，嶷与书曰：“东主初崩，帝实幼弱，太傅受寄讬之重，亦何容易！
16140,P0183,诸葛瞻,,阙,阙,,,有明文,,有明文,三國志,43,侍中諸葛瞻，丞相亮之子，恪從弟也
16141,P0184,谢弼,,阙,阙,,,有明文,,有明文,後漢書,第五十章:杜栾刘李刘谢列传,勋后再迁至九卿，以病免，拜为侍中
16142,P0184,谢弼,,阙,阙,,,有明文,,有明文,後漢書,57,勳後再遷至九卿，以病免，拜為侍中
16143,P0185,谢惲,,阙,阙,,,有明文,,有明文,後漢書,第六章:孝安帝纪,辛卯，大将军耿宝、中常侍樊丰、侍中谢惲、周广、乳母野王君王圣，坐相阿党，丰、惲、广下狱死，宝自杀，圣徙雁门
16144,P0186,谢笃,,阙,阙,,,有明文,,有明文,後漢書,卷十下皇后纪,惲弟侍中篤、篤弟大將軍長史宓……更相阿黨
16145,P0187,费祎,,阙,阙,,,有明文,,有明文,三國志,卷44蒋琬费祎姜维传,亮尋請禕爲參軍……後爲侍中，守尚書令
16146,P0187,费祎,,阙,阙,,,有明文,,有明文,三國志,卷44,費禕字文偉，江夏鄳人也
16147,P0188,贺纯,,阙,阙,,,有明文,,有明文,三國志,60,齐伯父纯，儒学有重名，安帝时为侍中、江夏太守，去官，与江夏黄琼、〔广汉〕杨厚俱公车徵
16148,P0189,贾复,,阙,阙,,,有明文,,有明文,後漢書,卷47冯岑贾传,少爲侍中、虎賁中郎將，朝廷多稱其能
16149,P0189,贾复,,阙,阙,,,有明文,,有明文,後漢書,卷47,賈復字君文，南陽冠軍人也
16150,P0190,贾建,,阙,阙,,,有明文,,有明文,後漢書,第十二章:皇后纪下,皇女利，元年封临颍公主，适即墨侯侍中贾建
16151,P0191,贾彪,,阙,阙,,,有明文,,有明文,後漢書,卷97党锢传,賈彪字偉節，潁川定陵人也
16152,P0191,贾彪,,阙,阙,,,有明文,,有明文,後漢書,卷97,察孝廉，舉高第，三遷侍中
16153,P0192,贾逵,,阙,阙,,,有明文,,有明文,後漢書,卷36,和帝時，侍中賈逵薦尤有相如、楊雄之風
16154,P0192,贾逵,,阙,阙,,,有明文,,有明文,後漢書,卷36,往者侍中賈逵摘讖互異三十餘事，諸言讖者皆不能說
16155,P0192,贾逵,,阙,阙,,,有明文,,有明文,後漢書,卷55,時侍中賈逵薦丕道藝深明，宜見任用
16156,P0193,赵代,,阙,阙,,,有明文,,有明文,後漢書,卷五十五,侍中閭丘弘、陳光、趙代、施延……
16157,P0194,赵典,,阙,阙,,,有明文,,有明文,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜议郎，侍讲禁内，再迁为侍中
16158,P0194,赵典,,阙,阙,,,有明文,,有明文,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜为议郎，侍讲宫中，再迁为侍中
16159,P0194,赵典,,阙,阙,,,有明文,,有明文,後漢書,27,建和初，四府表薦，征拜議郎，侍講禁內，再遷為侍中
16160,P0195,赵孝,,阙,阙,,,有明文,,有明文,後漢書,第三十一章:刘赵淳于江刘周赵列传,永平中，辟太尉府，显宗素闻其行，诏拜谏议大夫，迁侍中，又迁长乐卫尉
16161,P0195,赵孝,,阙,阙,,,有明文,,有明文,後漢書,39,永平中，辟太尉府，顯宗素聞其行，詔拜諫議大夫，遷侍中，又遷長樂衛尉
16162,P0196,赵憙,,阙,阙,,,有明文,,有明文,後漢書,卷55,趙憙字伯陽，南陽宛人也
16163,P0197,赵苞,,阙,阙,,,有明文,,有明文,後漢書,卷111独行列传,趙苞字威豪……徵拜侍中，每朝廷大事，侃然正色，百官憚之
16164,P0198,邓义,,阙,阙,,,有明文,,有明文,全後漢文,卷八十七,侍中鄧義㠯爲不然而難之，彧令統荅焉
16165,P0199,邓叠,,阙,阙,,,有明文,,有明文,後漢書,第十三章:窦融列传,'宪独不受封，遂将兵出镇凉州，以侍中邓叠行征西将军事为副
16166,P0199,邓叠,,阙,阙,,,有明文,,有明文,後漢書,23,』憲獨不受封，遂將兵出鎮涼州，以侍中鄧疊行征西將軍事為副
16167,P0200,邓干,,阙,阙,,,有明文,,有明文,後漢書,卷46邓寇传,元興元年，和帝復封乾本國，拜侍中
16168,P0201,邓建,,阙,阙,,,有明文,,有明文,後漢書,卷46邓寇传,時鄧太后臨朝，光寵最盛，以建爲侍中，順帝時爲光祿勳
16169,P0202,邓弘,,阙,阙,,,有明文,,有明文,後漢書,卷四十六,悝虎賁中郎將，弘、閶皆侍中
16170,P0203,邓蕃,,阙,阙,,,有明文,,有明文,後漢書,第十二章:皇后纪下,皇女小姬，十二年封平皋公主，适昌安侯侍中邓蕃
16171,P0204,邓阊,,阙,阙,,,有明文,,有明文,後漢書,卷四十六,悝虎賁中郎將，弘、閶皆侍中
16172,P0205,邓骘,,阙,阙,,,有明文,,有明文,後漢書,卷46邓寇传,大將軍鄧騭舉丕，再遷，復爲侍中
16173,P0205,邓骘,,阙,阙,,,有明文,,有明文,後漢書,卷16,鄧騭字昭伯
16175,P0207,郑均,,阙,阙,,,有明文,,有明文,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜议郎，侍讲禁内，再迁为侍中
16176,P0207,郑均,,阙,阙,,,有明文,,有明文,後漢書,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜为议郎，侍讲宫中，再迁为侍中
16177,P0207,郑均,,阙,阙,,,有明文,,有明文,後漢書,27,建和初，四府表薦，征拜議郎，侍講禁內，再遷為侍中
16178,P0208,郑小同,,阙,阙,,,有明文,,有明文,三國志,第四章:少帝纪,九月庚子，讲尚书业终，赐执经亲授者司空郑冲、侍中郑小同等各有差
16179,P0208,郑小同,,阙,阙,,,有明文,,有明文,三國志,04,九月庚子，講尚書業終，賜執經親授者司空鄭冲、侍中鄭小同等各有差
16180,P0209,郑弘,,阙,阙,,,有明文,,有明文,後漢書,卷58郑范陈贾张传,八年，復爲侍中，領騎都尉
16181,P0209,郑弘,,阙,阙,,,有明文,,有明文,後漢書,卷33,奏尚書張林阿附侍中竇憲
16182,P0210,郑文信,,阙,阙,,,有明文,,有明文,三國志,23,馮翊甲族桓、田、吉、郭及故侍中鄭文信等，頗以其各有器實，共紀識之
16174,P0206,郑業,,阙,阙,,,有明文,,有明文,漢書,011,二月，封帝太太后從弟侍中傅商為汝昌侯，太后同母弟子侍中鄭業為陽信侯
16183,P0211,郑玄,,阙,阙,,,有明文,,有明文,後漢書,卷六十五张曹郑,後將軍袁隗表爲侍中，以父喪不行
16184,P0211,郑玄,,阙,阙,,,有明文,,有明文,後漢書,卷六十五,鄭玄字康成，北海高密人也……少好學，不喜爲官
16185,P0212,郑称,,阙,阙,,,有明文,,有明文,三國志,卷02文帝纪注引魏略,以侍中鄭稱爲武德侯傅
16186,P0213,郗虑,,阙,阙,,,有明文,,有明文,後漢紀,029,將兵於河上八月辛卯侍中郗慮尚書令荀彧司隷¶
16187,P0214,郤巡,,阙,阙,,,有明文,,有明文,後漢書,卷一百十二方术上,陳郡郤巡，學傳英業，官至侍中
16188,P0215,郭举,,阙,阙,,,有明文,,有明文,後漢書,101,三二三四頁一０行憲女弟婿郭舉為侍中射聲校尉按：竇憲傳作「憲女婿」，通鑑同，此云「憲女弟婿」，未詳孰是
16189,P0215,郭举,,阙,阙,,,有明文,,有明文,後漢書,116,章帝元和中，侍中郭舉與後宮通，拔佩刀驚上，舉伏誅，侍中由是復出外
16190,P0216,郭攸之,,阙,阙,,,有明文,,有明文,三國志,第九章:董刘马陈董吕传,上疏曰：“侍中郭攸之、费祎、侍郎董允等，先帝简拔以遗陛下，至於斟酌规益，进尽忠言，则其任也
16191,P0216,郭攸之,,阙,阙,,,有明文,,有明文,三國志,39,上疏曰：「侍中郭攸之、費禕、侍郎董允等，先帝簡拔以遺陛下，至於斟酌規益，進盡忠言，則其任也
16192,P0217,郭昌,,阙,阙,,,有明文,,有明文,史記,第五十一章:卫将军骠骑列传,以御见，侍中，为校尉，数从大将军
16193,P0217,郭昌,,阙,阙,,,有明文,,有明文,史記,111,以御見，侍中，為校尉，數從大將軍
16194,P0218,金安上,,阙,阙,,,有明文,,有明文,漢書,卷68,安上字子侯，少爲侍中，惇篤有智，宣帝愛之
16195,P0218,金安上,,阙,阙,,,有明文,,有明文,漢書,卷68,後霍氏反，安上傳禁門闥，無內霍氏親屬，封爲都成侯，至建章衞尉
16196,P0218,金安上,,阙,阙,,,有明文,,有明文,漢書,卷68,侍中史高與金安上建發其事，言無入霍氏禁闥，卒不得遂其謀，皆讎有功
16197,P0219,金敞,,阙,阙,,,有明文,,有明文,漢書,第五十章:萧望之传,望之选白宗室明经达学散骑、谏大夫刘更生给事中，与侍中金敞并拾遗左右
16198,P0219,金敞,,阙,阙,,,有明文,,有明文,前漢紀,021,時蕭望之周堪劉向及侍中金敞安上子中正敢言¶
16199,P0219,金敞,,阙,阙,,,有明文,,有明文,漢書,078,望之選白宗室明經達學散騎諫大夫劉更生給事中，與侍中金敞並拾遺左右
16200,P0219,金敞,,阙,阙,,,有明文,,有明文,漢書,第六章:楚元王传,元帝初即位，太傅萧望之为前将军，少傅周堪为诸吏光禄大夫，皆领尚书事，甚见尊任，更生年少于望之、堪，然二人重之，荐更生宗室忠直，明经有行，擢为散骑、宗正给事中，与侍中金敞拾遗于左右
16201,P0219,金敞,,阙,阙,,,有明文,,有明文,漢書,036,更生年少於望之、堪，然二人重之，薦更生宗室忠直，明經有行，擢為散騎宗正給事中，與侍中金敞拾遺於左右
16202,P0220,金日磾,,阙,阙,,,有明文,,有明文,漢書,卷68,上奇焉，即日賜湯沐衣冠，拜爲馬監，遷侍中駙馬都尉光祿大夫
16203,P0220,金日磾,,阙,阙,,,有明文,,有明文,漢書,卷68,日磾兩子，賞、建，俱侍中，與昭帝略同年，共卧起
16204,P0220,金日磾,,阙,阙,,,有明文,,有明文,漢書,卷68,以駙馬都尉發覺侍中莽何羅反侯
16205,P0221,金汤,,阙,阙,,,有明文,,有明文,漢書,卷六十八,涉兩子，湯、融，皆侍中、諸曹、將、大夫
16206,P0222,金涉,,阙,阙,,,有明文,,有明文,漢書,第七十五章:王莽传上,久之，叔父成都侯商上书，愿分户邑以封莽，及长乐少府戴崇、侍中金涉、胡骑校尉箕闳、上谷都尉阳并、中郎陈汤，皆当世名士，咸为莽言，上由是贤莽
16207,P0222,金涉,,阙,阙,,,有明文,,有明文,漢書,099上,久之，叔父成都侯商上書，願分戶邑以封莽，及長樂少府戴崇、侍中金涉、胡騎校尉箕閎、上谷都尉陽並、中郎陳湯，皆當世名士，咸為莽言，上由是賢莽
16208,P0223,金融,,阙,阙,,,有明文,,有明文,漢書,卷六十八,涉兩子，湯、融，皆侍中、諸曹、將、大夫
16209,P0224,金赏,,阙,阙,,,有明文,,有明文,漢書,019,|秺侯金賞為侍中太僕，七年遷
16210,P0225,金迁,,阙,阙,,,有明文,,有明文,後漢紀,006,上愈親厚之融久不自安數辭讓爵位因侍中金遷¶
16211,P0226,钟兴,,阙,阙,,,有明文,,有明文,後漢書,第七十五章:儒林列传下,十八年，以病乞身，为侍中骑都尉，卒于官
16212,P0227,钟繇,,阙,阙,,,有明文,,有明文,三國志,卷13,拜御史中丞，遷侍中尚書僕射
16213,P0227,钟繇,,阙,阙,,,有明文,,有明文,三國志,卷13,表繇以侍中守司隸校尉，持節督關中諸軍
16214,P0228,闾丘弘,,阙,阙,,,有明文,,有明文,後漢書,卷五十五李王鄧來傳,侍中閭丘弘、陳光、趙代、施延……俱詣鴻都門證太子無過
16215,P0229,阎畅,,阙,阙,,,有明文,,有明文,後漢書,卷10下皇后纪,以後父侍中暢爲長水校尉，封北宜春侯
16216,P0230,阚泽,,阙,阙,,,有明文,,有明文,三國志,卷53张严程阚薛传,嘉禾中，為中書令，加侍中
16217,P0231,阴兴,,阙,阙,,,有明文,,有明文,後漢書,卷62,明年夏，帝風眩疾甚，后以興領侍中，受顧命於雲臺廣室
16218,P0231,阴兴,,阙,阙,,,有明文,,有明文,後漢書,卷62,故侍中衞尉關內侯興，典領禁兵，從平天下
16219,P0232,阴统,,阙,阙,,,有明文,,有明文,後漢書,卷十下皇后纪,以康弟統襲封昆陽侯，位侍中
16220,P0233,阴识,,阙,阙,,,有明文,,有明文,後漢書,卷62樊宏阴识传,遷侍中，以母憂辭歸
16221,P0233,阴识,,阙,阙,,,有明文,,有明文,後漢書,卷62,九年，遷侍中，賜爵關內侯
16222,P0234,陈俊,,阙,阙,,,有明文,,有明文,後漢書,卷28吴盖陈臧传,光武即位，以爲侍中、騎都尉，封山都侯
16223,P0234,陈俊,,阙,阙,,,有明文,,有明文,後漢書,卷28,非陳俊莫能定此郡
16224,P0235,陈光,,阙,阙,,,有明文,,有明文,後漢書,卷五十五,侍中閭丘弘、陳光、趙代、施延……
16225,P0236,陈泰,,阙,阙,,,有明文,,有明文,三國志,第二十二章:桓二陈徐卫卢传,后徵泰为尚书右仆射，典选举，加侍中光禄大夫
16226,P0236,陈泰,,阙,阙,,,有明文,,有明文,三國志,第二十二章:桓二陈徐卫卢传,“帝遂以宣为左仆射，后加侍中光禄大夫
16227,P0236,陈泰,,阙,阙,,,有明文,,有明文,三國志,22,後徵泰爲尚書右仆射，典選舉，加侍中光禄大夫
16228,P0236,陈泰,,阙,阙,,,有明文,,有明文,三國志,22,”）加侍中光禄大夫，遷司徒
16229,P0237,陈球,,阙,阙,,,有明文,,有明文,後漢書,卷86陈王列传,陳球字伯真，下邳淮浦人也
16230,P0237,陈球,,阙,阙,,,有明文,,有明文,後漢書,卷86,軍至，拜侍中，轉執金吾河南尹
16231,P0238,陈矫,,阙,阙,,,有明文,,有明文,三國志,第二十二章:桓二陈徐卫卢传,后徵泰为尚书右仆射，典选举，加侍中光禄大夫
16232,P0239,陈祗,,阙,阙,,,有明文,,有明文,三國志,卷39,陳祗代允爲侍中，與黃皓互相表裏，皓始預政事
16233,P0239,陈祗,,阙,阙,,,有明文,,有明文,三國志,卷39,祗又以侍中守尚書令，加鎮軍將軍
16234,P0240,陈群,,阙,阙,,,有明文,,有明文,三國志,卷22桓二陈徐卫卢传,群轉爲侍中，領丞相東西曹掾
16235,P0240,陈群,,阙,阙,,,有明文,,有明文,三國志,卷22,文帝踐阼，遷尚書令，封高鄉亭侯，加侍中
16236,P0241,陈翔,,阙,阙,,,有明文,,有明文,後漢書,第六十一章:党锢列传,察孝廉，举高第，三迁侍中
16237,P0242,霍光,,阙,阙,,,有明文,,有明文,漢書,卷68霍光金日磾传,時年十餘歲，任光爲郎，稍遷諸曹侍中
16238,P0242,霍光,,阙,阙,,,有明文,,有明文,漢書,卷68,光爲奉車都尉光祿大夫，出則奉車，入侍左右，出入禁闥二十餘年
16239,P0242,霍光,,阙,阙,,,有明文,,有明文,漢書,卷68,以侍中奉車都尉霍光爲大司馬大將軍，受遺詔輔少主
16240,P0243,霍去病,,阙,阙,,,有明文,,有明文,史記,卷111,是歲也，大將軍姊子霍去病年十八，幸，爲天子侍中
16241,P0243,霍去病,,阙,阙,,,有明文,,有明文,史記,卷111,然少而侍中，貴，不省士
16242,P0244,霍嬗,,阙,阙,,,有明文,,有明文,史記,卷二十八封禪書,天子獨與侍中奉車子侯上泰山，亦有封
16243,P0245,霍山,,阙,阙,,,有明文,,有明文,漢書,卷六十八霍光金日磾傳,雲弟山奉車都尉、侍中，領胡、越兵
16244,P0246,霍禹,,阙,阙,,,有明文,,有明文,史記,022,|二月丁卯，侍中、中郎將霍禹為右將軍
16245,P0247,韩增,,阙,阙,,,有明文,,有明文,漢書,第三章:魏豹田儋韩王信传,增少为郎，诸曹、侍中、光禄大夫，昭帝时至前将军，与大将军霍光定策立宣帝，益封千户
16246,P0248,韩嵩,,阙,阙,,,有明文,,有明文,後漢書,卷一百九袁紹劉表列傳下,至許，果拜嵩侍中、零陵太守
16247,P0248,韩嵩,,阙,阙,,,有明文,,有明文,三國志,卷六董二袁劉傳（刘表部分）,刘表遣韩嵩诣许，操拜嵩侍中、零陵太守（互证）
16248,P0249,韩说,,阙,阙,,,有明文,,有明文,全後漢文,卷八十一,侍中韓說、博士蔡較、穀城門𠊱劉洪、右郎中陳調于太常府，覆校注說，平議難問，恂、誠各對
16249,P0249,韩说,,阙,阙,,,有明文,,有明文,後漢書,92,太常就耽上選侍中韓說、博士蔡較、谷城門候劉洪、右郎中陳調於太常府，覆校注記，平議難問
16250,P0250,顾雍,,阙,阙,,,有明文,,有明文,三國志,第七章:张顾诸葛步传,及登卒后，为侍中，拜羽林都督，平三典军事，迁扬武将军
16251,P0250,顾雍,,阙,阙,,,有明文,,有明文,三國志,52,及登卒後，爲侍中，拜羽林都督，平三典軍事，遷揚武將軍
16252,P0251,马何罗,,阙,阙,,,有明文,,有明文,前漢紀,015,殺侍中僕射馬何羅與弟重合侯通謀反侍中駙馬¶
16253,P0252,马宇,,阙,阙,,,有明文,,有明文,三國志,卷6董二袁刘传,侍中馬宇與諫議大夫种邵、左中郎將劉範等謀，欲使騰襲長安
16254,P0252,马宇,,阙,阙,,,有明文,,有明文,後漢書,卷102董卓传,遂與侍中馬宇、右中郎將劉範……合兵攻傕
16255,P0253,马康,,阙,阙,,,有明文,,有明文,後漢書,卷五十四馬援傳,永元二年，光為太僕，康為侍中
16256,P0254,马武,,阙,阙,,,有明文,,有明文,後漢書,卷32朱景王杜马刘傅坚马传,世祖即位，以武爲侍中、騎都尉，封山都侯
16257,P0254,马武,,阙,阙,,,有明文,,有明文,後漢書,卷32,馬武字子張，南陽湖陽人也
16258,P0255,马良,,阙,阙,,,有明文,,有明文,三國志,卷39,先主稱尊號，以良爲侍中
16259,P0255,马良,,阙,阙,,,有明文,,有明文,三國志,卷32先主传,遣侍中馬良安慰五谿蠻夷，咸相率響應
16260,P0256,高堂隆,,阙,阙,,,有明文,,有明文,三國志,卷25辛毗杨阜高堂隆传,遷侍中，猶領太史令
16261,P0256,高堂隆,,阙,阙,,,有明文,,有明文,三國志,卷25,高堂隆字升平，泰山平陽人也
16262,P0257,魏应,,阙,阙,,,有明文,,有明文,後漢書,卷七十九儒林下,永平初，爲博士，再遷侍中
16263,P0258,鲍勋,,阙,阙,,,有明文,,有明文,三國志,卷12崔毛徐何邢鲍司马传,延康元年……勳以駙馬都尉兼侍中
16264,P0259,黄权,,阙,阙,,,有明文,,有明文,三國志,卷四十三黃李呂馬王張傳,拜為鎮南將軍，封育陽侯，加侍中，使之陪乘
